TagID_Hex,Time_in_ana,Time_out_anac,Weight,Length,Scales,Fins,Eyes,Ad_Clip,Time_out_surgery,Bleeding,Time_recovered,Surgeon,Data_Rec,Rel_group,HT_Temp,HT_DO,SB_Temp,SB_DO,Notes,DateTagged,Tag_placement,Tank Number,OrderID,Mort24hr
068D,10:19:15,10:20:51,3.48,78,g,g,g,,10:21:43,,10:23:27,JH,AK,L,12.1,,12,,,2023-12-13,TA,2,696,N
246,10:21:18,10:22:59,2.67,70,g,g,g,,10:23:53,,10:27:16,JH,AK,V,12.1,,12,,,2023-12-13,TA,3,697,N
34,10:23:19,10:24:55,2.08,68,g,f,g,,10:25:30,,10:28:32,JH,AK,V,12.1,,12,,Ragged Caudal. Split Belly,2023-12-13,TA,3,698,N
2E00,10:27:14,10:28:48,2.41,74,g,g,g,,10:29:52,,10:31:40,JH,AK,V,12.1,,12,,Flopped,2023-12-13,TA,3,699,N
05FA,10:28:57,10:30:31,2.09,69,g,f,g,,10:31:21,,10:33:36,JH,AK,V,12.1,,12,,,2023-12-13,TA,3,700,N
00A8,10:30:49,10:32:33,2.25,74,g,g,g,,10:33:43,,00:00:00,JH,AK,L,12.1,,12,,Floppy lots of milt,2023-12-13,TA,2,701,N
00F3,10:32:41,10:34:23,2.1,70,g,f,g,,10:35:19,,10:38:40,JH,AK,L,12.1,,12,,some milt,2023-12-13,TA,2,702,N
052F,10:34:42,10:36:27,2.8,77,g,g,g,,10:37:22,,10:41:21,JH,AK,L,12.1,,12,,,2023-12-13,TA,2,703,N
00A0,10:36:39,10:38:13,2.8,76,g,g,g,,10:39:12,,10:43:11,JH,AK,L,12.1,,12,,,2023-12-13,TA,2,704,N
752,10:38:26,10:40:10,2.72,78,g,g,g,,10:41:07,,10:45:04,JH,AK,V,12.1,,12,,Floppy,2023-12-13,TA,3,705,N
37,10:40:22,10:42:01,5.48,90,g,g,g,,10:43:01,,10:47:03,JH,AK,V,12.1,,12,,,2023-12-13,TA,3,706,N
403,10:42:15,10:43:48,3.17,79,g,g,g,,10:44:37,,10:47:49,JH,AK,V,12.1,,12,,,2023-12-13,TA,3,707,N
00D4,10:44:15,10:45:59,2.14,70,g,g,g,,10:46:47,,10:48:34,JH,AK,V,12.1,,12,,,2023-12-13,TA,3,708,N
04F4,12:12:23,12:14:11,3.77,79,g,g,g,,12:15:03,,12:18:20,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,709,N
03B5,12:14:17,12:16:05,2.75,70,g,g,g,,12:17:09,,12:21:00,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,710,N
058F,12:16:09,12:17:46,3.26,80,g,g,g,,12:18:43,,12:21:50,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,711,N
027E,12:17:58,12:19:38,3.28,74,g,g,g,,12:20:38,,12:22:48,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,712,N
127,12:19:53,12:21:36,3.5,74,g,g,g,,12:22:38,,12:26:29,JH,AK,V,12.6,,11.6,,Split,2023-12-13,TA,6,713,N
03C4,12:21:39,12:23:14,2.44,74,g,g,g,,12:24:40,,12:27:26,JH,AK,V,12.6,,11.6,,,2023-12-13,TA,6,714,N
02DE,12:23:26,12:25:16,3.1,78,g,g,g,,12:26:18,1,12:28:28,JH,AK,V,12.6,,11.6,,Bruising,2023-12-13,TA,6,715,N
370,12:25:25,12:27:00,2.95,72,g,g,g,,12:27:55,,12:32:57,JH,AK,V,12.6,,11.6,,,2023-12-13,TA,6,716,N
020A,12:29:29,12:31:01,2.04,70,g,g,g,,12:31:57,,12:34:30,JH,AK,L,12.6,,11.6,,Milt discharge,2023-12-13,TA,5,717,N
111,12:31:20,12:33:13,3.18,78,g,g,g,,12:34:15,,12:37:56,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,718,N
01FD,12:33:22,12:34:56,2.56,72,g,g,g,,12:35:40,,12:39:16,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,719,N
01A1,12:35:19,12:36:49,4.67,84,g,g,g,,12:37:45,1,12:40:22,JH,AK,L,12.6,,11.6,,Flopper,2023-12-13,TA,5,720,N
10,12:37:06,12:38:41,3.91,80,g,g,g,,12:39:37,,12:40:23,JH,AK,V,12.6,,11.6,,Split,2023-12-13,TA,6,721,N
035C,12:39:08,12:40:48,2.03,69,g,g,g,,12:42:01,,12:45:07,JH,AK,V,12.6,,11.6,,split belly,2023-12-13,TA,6,722,N
033F,12:41:04,12:42:41,2.71,77,g,f,g,,12:43:30,,12:45:50,JH,AK,V,12.6,,11.6,,Caudal split,2023-12-13,TA,6,723,N
394,12:43:02,12:44:41,3.76,75,g,g,G,,12:45:27,,12:49:00,JH,AK,V,12.6,,11.6,,,2023-12-13,TA,6,724,N
02AC,12:44:53,12:46:30,2.48,70,g,g,g,,12:47:21,,12:49:07,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,725,N
06F5,12:46:49,12:48:25,4.84,86,g,g,g,,12:49:24,,12:52:11,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,726,N
772,12:48:35,12:50:08,4.47,83,g,g,g,,12:51:03,,12:53:09,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,727,N
030D,12:50:22,12:52:05,3.51,79,g,g,g,,12:52:52,,12:56:22,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,728,N
02A3,12:52:20,12:53:59,3.3,79,g,g,g,,12:54:48,,12:56:26,JH,AK,V,12.6,,11.6,,"Split Caudal, Floppy",2023-12-13,TA,6,729,N
06FB,12:54:09,12:55:44,3.73,81,g,f,g,,12:56:38,,12:58:33,JH,AK,V,12.6,,11.6,,,2023-12-13,TA,6,730,N
00AB,12:56:00,12:57:37,3.15,80,g,g,g,,12:58:34,,13:02:13,JH,AK,V,12.6,,11.6,,,2023-12-13,TA,6,731,N
03FC,12:59:50,13:01:39,4.28,79,g,g,g,,13:02:34,,13:05:28,JH,AK,V,12.6,,11.6,,Split belly,2023-12-13,TA,6,732,N
02AF,13:01:53,13:03:30,2.24,72,g,g,g,,13:04:35,,13:11:08,JH,AK,L,12.6,,11.6,,Milt  coming out of incision,2023-12-13,TA,5,733,N
00BC,13:06:00,13:07:32,3.83,80,g,g,g,,13:08:31,1,13:12:20,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,734,N
2E05,13:07:53,13:09:33,2.31,73,g,f,g,,13:10:33,,13:13:29,JH,AK,L,12.6,,11.6,,split caudal,2023-12-13,TA,5,735,N
669,13:09:47,13:11:22,3.33,78,g,g,g,,13:12:11,,13:14:30,JH,AK,L,12.6,,11.6,,,2023-12-13,TA,5,736,N
03C0,13:11:53,13:13:24,1.67,65,g,g,g,,13:14:24,,13:16:58,JH,AK,V,12.6,,11.6,,Milt  coming out of incision,2023-12-13,TA,6,737,N
415,13:13:40,13:15:32,3.48,78,g,g,g,,13:16:32,,13:18:52,JH,AK,V,12.6,,11.6,,,2023-12-13,TA,6,738,N
733,13:15:41,13:17:17,2.93,74,g,g,g,,13:18:35,,13:25:07,JH,AK,V,12.6,,11.6,,a lot of probing required to get tag in,2023-12-13,TA,6,739,N
131,13:17:35,13:19:11,2.97,78,g,g,g,,13:20:00,,13:25:10,JH,AK,V,12.6,,11.6,,,2023-12-13,TA,6,740,N
045F,13:40:58,13:42:25,2.09,70,g,f,g,,13:43:22,,13:46:43,JH,AK,L,12.6,,11.6,,"Shed/Mort tag, reused. Split Caudal",2023-12-13,TA,5,741,Y
01C9,13:44:04,13:45:50,2.39,70,g,f,g,,13:47:02,,13:50:33,JH,AK,L,12.6,,11.6,,"Shed/Mort tag, reused. Ripped Caudal",2023-12-13,TA,5,742,Y
295,13:45:54,13:47:40,3.71,80,g,g,g,,13:48:36,,13:52:45,JH,AK,L,12.6,,11.6,,"Shed/Mort tag, reused.",2023-12-13,TA,5,743,Y
046F,13:47:55,13:49:28,3.91,80,g,g,g,,13:50:19,,13:53:37,JH,AK,V,12.6,,11.6,,"Shed/Mort tag, reused.",2023-12-13,TA,6,744,Y
570,13:50:05,13:51:43,3.45,78,g,g,g,,13:52:34,,13:54:44,JH,AK,V,12.6,,11.6,,"Shed/Mort tag, reused. Milt, floppy",2023-12-13,TA,6,745,Y
340,13:52:04,13:53:42,5.08,88,g,g,g,,13:54:42,,13:56:30,JH,AK,V,12.6,,11.6,,"Shed/Mort tag, reused.",2023-12-13,TA,6,746,Y
05C2,09:34:33,09:36:13,2.5,67,G,G,G,,09:37:31,,09:39:19,EC,RW,L,12.1,,12,,"AM GROUP, TANK 2",2023-12-13,TA,2,747,N
03DD,09:36:26,09:38:00,3.12,73,G,G,G,,09:39:24,,09:41:36,EC,RW,L,12.1,,12,,,2023-12-13,TA,2,748,N
321,09:38:30,09:40:18,3.2,75,G,G,G,,09:41:17,,09:42:48,EC,RW,L,12.1,,12,,,2023-12-13,TA,2,749,N
06F2,09:40:23,09:41:58,3.43,73,G,G,G,,09:42:44,,09:44:21,EC,RW,L,12.1,,12,,1 LARGE FLOP,2023-12-13,TA,2,750,N
03D3,09:42:11,09:43:49,1.9,65,G,G,G,,09:44:53,,09:47:25,EC,RW,V,12.1,,12,,"AM GROUP, TANK 3",2023-12-13,TA,3,751,N
356,09:43:54,09:45:29,3.58,75,G,G,G,,09:46:10,,09:49:04,EC,RW,V,12.1,,12,,,2023-12-13,TA,3,752,N
051E,09:47:44,09:49:25,2.25,70,G,G,G,,09:50:20,,09:53:52,EC,RW,V,12.1,,12,,,2023-12-13,TA,3,753,N
01F6,09:51:38,09:53:17,2.41,68,G,G,G,,09:54:02,,09:56:24,EC,RW,V,12.1,,12,,LARGEISH INCISION,2023-12-13,TA,3,754,N
88,09:53:40,09:54:59,2.78,72,G,F,G,,09:55:46,,09:58:05,EC,RW,L,12.1,,12,,,2023-12-13,TA,2,755,N
02A2,09:55:19,09:56:51,3.36,75,G,G,G,,09:57:53,,09:59:22,EC,RW,L,12.1,,12,,,2023-12-13,TA,2,756,N
022D,09:57:06,09:58:43,2.6,70,G,F,G,,09:59:44,,10:00:34,EC,RW,L,12.1,,12,,,2023-12-13,TA,2,757,N
194,09:58:58,10:00:39,2.36,65,G,G,G,,10:01:22,,10:02:43,EC,RW,L,12.1,,12,,,2023-12-13,TA,2,758,N
00DB,10:00:51,10:02:29,3.27,75,G,G,G,,10:03:16,,10:07:41,EC,RW,V,12.1,,12,,RECOVERY TIME NOT ACCURATE,2023-12-13,TA,3,759,N
01B8,10:06:17,10:07:55,2.19,68,G,G,G,,10:08:52,,10:11:54,EC,RW,V,12.1,,12,,,2023-12-13,TA,3,760,N
01A8,10:08:08,10:09:46,2.83,72,G,G,G,,10:10:51,,10:13:06,EC,RW,V,12.1,,12,,,2023-12-13,TA,3,761,N
742,10:09:51,10:11:27,2.26,70,G,G,G,,10:12:19,,10:13:07,EC,RW,V,12.1,,12,,,2023-12-13,TA,3,762,N
280,10:13:44,10:15:23,4.42,77,G,G,G,,10:16:18,,10:19:22,EC,RW,L,12.1,,12,,"FLOPPY FISH, SPLIT SIDE",2023-12-13,TA,2,763,N
05BB,10:15:34,10:17:19,4.82,80,G,F,G,,10:18:04,,10:19:36,EC,RW,L,12.1,,12,,"2 FLOPS, SPLIT SIDE",2023-12-13,TA,2,764,N
75,10:17:23,10:19:04,4.69,82,G,G,G,,10:20:27,,10:22:56,EC,RW,L,12.1,,12,,"4 FLOPS, ONE FLOP OFF TABLE",2023-12-13,TA,2,765,N
354,10:19:14,10:21:06,3.19,74,G,G,G,,10:22:02,,10:22:58,EC,RW,L,12.1,,12,,,2023-12-13,TA,2,766,N
011E,10:23:18,10:25:11,3.04,74,G,G,G,,10:25:56,,10:29:13,EC,RW,V,12.1,,12,,,2023-12-13,TA,3,767,N
06CE,10:28:54,10:30:43,3.52,77,G,F,G,,10:31:28,,10:32:49,EC,RW,V,12.1,,12,,BORDERLINE POOR FIN,2023-12-13,TA,3,768,N
03EC,10:30:49,10:32:26,2.47,70,G,G,G,,10:33:03,,10:34:46,EC,RW,V,12.1,,12,,"2 FLOPS, MILT",2023-12-13,TA,3,769,N
148,10:32:42,10:34:25,2.4,68,G,G,G,,10:35:16,,10:36:16,EC,RW,V,12.1,,12,,RE-MEASURED AFTER SURGERY,2023-12-13,TA,3,770,N
551,10:36:36,10:38:22,2.72,73,G,G,G,,10:38:57,,10:40:31,EC,RW,L,12.1,,12,,,2023-12-13,TA,2,771,N
01A6,10:38:24,10:40:10,2.78,73,G,G,G,,10:41:09,,10:43:44,EC,RW,L,12.1,,12,,"MILT, LIKELY BRUISING",2023-12-13,TA,2,772,N
371,10:40:19,10:42:05,4.3,80,G,G,G,,10:43:20,1,10:48:15,EC,RW,L,12.1,,12,,LONG SURGERY DUE TO RE-MEASURE,2023-12-13,TA,2,773,N
27,10:42:14,10:44:07,2.58,70,G,G,G,,10:45:00,,10:45:40,EC,RW,L,12.1,,12,,,2023-12-13,TA,2,774,N
036F,10:44:13,10:45:51,2.37,72,G,G,G,,10:46:36,,10:50:02,EC,RW,V,12.1,,12,,,2023-12-13,TA,3,775,N
033D,10:46:09,10:47:48,3.64,75,G,G,G,,10:48:19,,10:50:03,EC,RW,V,12.1,,12,,SPLIT BELLY,2023-12-13,TA,3,776,N
725,10:49:52,10:51:24,2.54,73,G,G,G,,10:52:00,,10:54:35,EC,RW,V,12.1,,12,,"1 FLOP, MILT",2023-12-13,TA,3,777,N
01C7,10:51:36,10:53:14,2.79,75,G,G,G,,10:54:05,,10:55:57,EC,RW,V,12.1,,12,,MILT,2023-12-13,TA,3,778,N
285,12:12:23,12:14:06,2.94,72,G,G,G,,12:14:59,,12:17:16,EC,RW,L,12.6,,11.6,,"PM GROUP, TANK 5",2023-12-13,TA,5,779,N
01BC,12:14:16,12:15:50,3.83,75,G,G,G,,12:16:42,,12:19:13,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,780,N
017D,12:16:09,12:17:44,2.83,70,G,G,G,,12:18:28,,12:20:35,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,781,N
606,12:17:57,12:19:45,3.21,72,G,G,G,,12:20:31,,12:22:24,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,782,N
018F,12:19:51,12:21:24,4.64,81,G,G,G,,12:22:06,,12:25:14,EC,RW,V,12.6,,11.6,,"PM GROUP, TANK 6, SPLIT BELLY",2023-12-13,TA,6,783,N
799,12:21:38,12:23:15,3.14,73,G,G,G,,12:24:00,,12:26:19,EC,RW,V,12.6,,11.6,,,2023-12-13,TA,6,784,N
00EE,12:23:27,12:25:05,2.19,67,G,G,G,,12:25:50,,12:30:53,EC,RW,V,12.6,,11.6,,,2023-12-13,TA,6,785,N
00C0,12:25:25,12:27:02,3.5,77,G,G,G,,12:27:39,,12:29:35,EC,RW,V,12.6,,11.6,,2 FLOPS,2023-12-13,TA,6,786,N
038F,12:29:27,12:31:07,3.51,75,G,G,G,,12:31:54,,12:34:06,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,787,N
13,12:31:20,12:33:09,3.35,77,G,G,G,,12:33:57,,12:34:37,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,788,N
00BE,12:33:21,12:35:00,2.18,67,G,G,G,,12:36:13,,12:38:28,EC,RW,L,12.6,,11.6,,"MIGHT NOT MAKE IT, SMALL FISH",2023-12-13,TA,5,789,N
031D,12:35:18,12:36:59,3.52,75,G,G,G,,12:37:50,2,12:40:46,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,790,N
02AB,12:37:06,12:39:01,2.29,70,G,F,G,,12:39:45,,12:41:16,EC,RW,V,12.6,,11.6,,SKINNY,2023-12-13,TA,6,791,N
374,12:39:09,12:40:49,2.83,71,G,G,G,,12:41:22,,12:42:44,EC,RW,V,12.6,,11.6,,"SOFT BELLY, NO SPLIT, POSSWIBLE TAG SHED",2023-12-13,TA,6,792,N
07A1,12:41:03,12:42:48,2.41,69,G,F,G,,12:43:45,,12:46:20,EC,RW,V,12.6,,11.6,,"1 FLOP, MILT",2023-12-13,TA,6,793,N
008B,12:43:00,12:44:38,2.25,69,G,G,G,,12:45:30,,12:49:32,EC,RW,V,12.6,,11.6,,,2023-12-13,TA,6,794,N
28,12:44:54,12:46:37,4.38,83,G,G,G,,12:47:49,,12:50:33,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,795,N
076F,12:46:49,12:48:26,3.4,75,G,G,G,,12:49:08,,12:50:18,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,796,N
32,12:48:37,12:50:10,2.38,68,G,G,G,,12:50:59,,12:54:01,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,797,N
04D8,12:50:21,12:52:03,3.73,77,G,F,G,,12:53:03,,12:54:39,EC,RW,L,12.6,,11.6,,1 FLOP,2023-12-13,TA,5,798,N
00BB,12:52:17,12:53:57,3.52,79,G,G,G,,12:54:37,,12:57:10,EC,RW,V,12.6,,11.6,,"SPLIT BELLY, 3 FLOPS",2023-12-13,TA,6,799,N
03DC,12:56:02,12:57:47,4.31,80,G,G,G,,12:58:23,,13:00:10,EC,RW,V,12.6,,11.6,,SOFT BELLY,2023-12-13,TA,6,800,N
339,12:57:54,12:59:41,3.06,75,G,F,G,,13:00:24,,13:01:37,EC,RW,V,12.6,,11.6,,SPLIT BELLY,2023-12-13,TA,6,801,N
466,12:59:52,13:01:41,2.56,71,G,G,G,,13:02:36,,13:05:04,EC,RW,V,12.6,,11.6,,MILT,2023-12-13,TA,6,802,N
03BC,13:01:51,13:03:34,2.53,69,G,F,G,,13:04:29,,13:07:38,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,803,N
07A9,13:04:01,13:05:44,2.05,67,G,G,G,,13:06:31,,13:10:29,EC,RW,L,12.6,,11.6,,MILT EVERYWHERE,2023-12-13,TA,5,804,N
00C2,13:05:59,13:07:48,3.06,77,G,G,G,,13:08:35,,13:12:13,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,805,N
174,13:09:47,13:11:40,3.49,76,G,G,G,,13:12:40,,13:14:50,EC,RW,L,12.6,,11.6,,,2023-12-13,TA,5,806,N
165,13:11:50,13:13:26,3.24,73,G,F,G,,13:14:18,,13:18:21,EC,RW,V,12.6,,11.6,,BORDERLINE POOR FIN,2023-12-13,TA,6,807,N
184,13:13:38,13:15:17,3.77,76,G,G,G,,13:15:55,,13:20:05,EC,RW,V,12.6,,11.6,,SPLIT BELLY,2023-12-13,TA,6,808,N
07BC,13:15:42,13:17:29,2.07,66,G,G,G,,13:18:22,,13:21:06,EC,RW,V,12.6,,11.6,,,2023-12-13,TA,6,809,N
56,13:17:36,13:19:15,2.19,70,G,G,G,,13:19:58,,13:21:08,EC,RW,V,12.6,,11.6,,MILT,2023-12-13,TA,6,810,N
794,13:41:51,13:43:27,2.44,69,G,G,G,,13:44:21,,13:46:11,EC,RW,L,12.6,,11.6,,"Shed/Mort tag, reused; TANK 5, KNICKED RIB",2023-12-13,TA,5,811,Y
00DC,13:44:05,13:45:45,1.96,65,G,G,G,,13:46:48,,13:49:08,EC,RW,L,12.6,,11.6,,"Shed/Mort tag, reused. MILT",2023-12-13,TA,5,812,Y
332,13:47:54,13:49:38,4.22,80,G,G,G,,13:50:42,,13:52:37,EC,RW,L,12.6,,11.6,,"Shed/Mort tag, reused. FAIR INCISION",2023-12-13,TA,5,813,Y
012D,13:50:05,13:51:48,4.37,82,G,G,G,,13:52:34,,13:54:12,EC,RW,V,12.6,,11.6,,"Shed/Mort tag, reused. REUSED (MORT) TAGS, TANK 6",2023-12-13,TA,6,814,Y
331,13:52:05,13:53:52,3.75,78,G,G,G,,13:54:34,,13:57:36,EC,RW,V,12.6,,11.6,,"Shed/Mort tag, reused.",2023-12-13,TA,6,815,Y
01AF,13:56:21,13:57:59,2.33,72,G,G,G,,13:58:55,,14:00:49,EC,RW,V,12.6,,11.6,,"Shed/Mort tag, reused. MILT",2023-12-13,TA,6,816,Y
045Fx,10:21:42,10:23:16,3.02,75,g,g,g,,10:24:55,,10:27:14,JH,AK,L,12,,12,,Reused tag,2023-12-11,,8,817,N
331x,10:39:31,10:41:17,1.73,66,g,g,g,,10:42:48,,10:45:05,JH,AK,V,12,,12,,Reused tag,2023-12-11,,9,818,N
00DCx,10:43:46,10:45:19,2.45,69,g,g,g,,10:46:38,,10:48:41,JH,AK,V,12,,12,,Reused tag,2023-12-11,,9,819,N
295x,11:47:44,11:49:28,3.2,76,g,g,g,,11:50:28,,11:55:11,JH,AK,L,12,,12,,First use; Flop,2023-12-11,,8,820,N
332x,12:50:55,12:52:31,3.42,76,g,f,g,,12:53:40,,12:57:05,JH,AK,L,12,,12,,"Reused tag; Flop, tagged caudal",2023-12-11,,11,821,N
01AFx,14:02:56,14:04:34,3.29,78,g,g,g,,14:05:30,,14:08:09,JH,AK,V,12.3,,12,,Reused tag,2023-12-11,,12,822,N
046Fx,14:18:55,14:20:40,2.51,73,g,g,g,,14:21:34,,14:23:51,JH,AK,V,12.3,,12,,Reused tag,2023-12-11,,12,823,N
794x,10:39:31,10:41:10,3.36,71,G,G,G,,10:41:58,,10:46:08,EC,RW,V,12,,12,,Reused tag; incision slightly large,2023-12-11,,8,824,N
570x,10:47:52,10:49:31,2.52,70,G,G,G,,10:50:20,,10:52:00,EC,RW,V,12,,12,,Reused tag; fair incision,2023-12-11,,8,825,N
340x,12:18:35,12:20:23,2.44,70,G,G,G,,12:21:40,,12:22:52,EC,RW,L,12,,12,,Reused tag; last of am group; switch to PM,2023-12-11,,9,826,N
012Dx,13:22:21,13:24:14,2.93,70,G,G,G,,13:25:14,,13:27:06,EC,RW,L,12.3,,12,,Reused tag; recovery tank 13C,2023-12-11,,11,827,N
01C9x,13:28:11,13:29:50,3.12,78,G,G,G,,13:30:38,,13:31:44,EC,RW,L,12.3,,12,,Reused tag,2023-12-11,,11,828,N