raspPI_filestart,burstnumb,spp,trialdate,treatment,trialID,startside,burstFrom,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes,testtemp,staff,acclimstart,trialstart,trialend,triallength,tunneltemp,holdingtank,fl_mm,mass_g,QAQC_Y_N,TagHex_ID,
T47_08_16_2023,8,DS,8/16/23,LT,T47,L,4,14,N/A,G,G,0,14-Apr,12,SG,1:00,1:10,1:17,7,13.1,AES-5,75,3,Y,02AB,
T48_08_16_2023,1,DS,8/16/23,FC,T48,R,3,14,N/A,G,G,1,3-14; missed 12; Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,2,DS,8/16/23,FC,T48,L,4,14,N/A,G,G,0,4-14; Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,3,DS,8/16/23,FC,T48,R,0,14,N/A,G,G,0,"missed 9, 10; Fish appears gravid before being placed in tunnel.",12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,4,DS,8/16/23,FC,T48,L,1,14,N/A,G,G,1,1-14; Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,5,DS,8/16/23,FC,T48,R,0,14,N/A,P,P,1,Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,6,DS,8/16/23,FC,T48,L,4,14,N/A,G,G,0,4-14; Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,7,DS,8/16/23,FC,T48,R,3,14,N/A,G,G,0,3-14; missed 9; Fish appears gravid before being placed in tunnel. ,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,8,DS,8/16/23,FC,T48,L,0,14,12,G,G,0,Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T49_08_17_2023,1,DS,8/17/23,HC,T49,L,6,14,N/A,F,G,0,14-Jun,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,2,DS,8/17/23,HC,T49,R,5,14,N/A,G,G,0,14-May,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,3,DS,8/17/23,HC,T49,L,4,14,N/A,G,G,1,14-Apr,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,4,DS,8/17/23,HC,T49,R,0,14,N/A,F,P,0,N/A,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,5,DS,8/17/23,HC,T49,L,5,14,N/A,G,G,0,14-May,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,6,DS,8/17/23,HC,T49,R,0,6,7,F,P,0,0-6,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,7,DS,8/17/23,HC,T49,L,0,14,N/A,P,P,1,N/A,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,8,DS,8/17/23,HC,T49,R,0,14,N/A,F,P,0,N/A,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,9,DS,8/17/23,HC,T49,L,5,13,N/A,G,F,0,13-May,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T50_08_17_2023,1,DS,8/17/23,LS,T50,L,0,14,9,G,P,0,N/A,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,2,DS,8/17/23,LS,T50,R,0,14,N/A,P,P,0,disregard- laser malfunction,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,3,DS,8/17/23,LS,T50,L,0,14,7,G,P,0,0-7,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,4,DS,8/17/23,LS,T50,R,0,14,11,G,G,0,N/A,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,5,DS,8/17/23,LS,T50,L,0,4,N/A,P,P,0,N/A,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,6,DS,8/17/23,LS,T50,L,6,14,N/A,G,F,1,14-Jun,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,7,DS,8/17/23,LS,T50,R,0,14,N/A,G,G,2,missed 8-9; laser malfunction at 10.,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,8,DS,8/17/23,LS,T50,L,0,14,N/A,G,G,1,N/A,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T51_08_17_2023,1,DS,8/17/23,FC,T51,R,0,14,N/A,G,G,0,N/A,12,SG,8:59,9:10,9:16,6,12.6,AES-7,81,4,Y,,
T51_08_17_2023,2,DS,8/17/23,FC,T51,L,0,14,N/A,F,F,0,N/A,12,SG,8:59,9:10,9:16,6,12.6,AES-7,81,4,Y,,
T51_08_17_2023,3,DS,8/17/23,FC,T51,R,0,14,N/A,F,P,0,N/A,12,SG,8:59,9:10,9:16,6,12.6,AES-7,81,4,Y,,
T51_08_17_2023,4,DS,8/17/23,FC,T51,L,0,14,N/A,P,G,0,N/A,12,SG,8:59,9:10,9:16,6,12.6,AES-7,81,4,Y,,
T51_08_17_2023,5,DS,8/17/23,FC,T51,R,0,14,N/A,P,G,0,N/A,12,SG,8:59,9:10,9:16,6,12.6,AES-7,81,4,Y,,
T51_08_17_2023,6,DS,8/17/23,FC,T51,L,4,14,12,G,F,0,12-Apr,12,SG,8:59,9:10,9:16,6,12.6,AES-7,81,4,Y,,
T51_08_17_2023,7,DS,8/17/23,FC,T51,R,0,14,N/A,G,G,0,N/A,12,SG,8:59,9:10,9:16,6,12.6,AES-7,81,4,Y,,
T51_08_17_2023,8,DS,8/17/23,FC,T51,L,0,14,N/A,P,F,0,N/A,12,SG,8:59,9:10,9:16,6,12.6,AES-7,81,4,Y,,
T52_08_17_2023,1,DS,8/17/23,VS,T52,L,1,14,N/A,G,G,0,"gravid female, 1-14",12,SG,9:17,9:28,9:35,7,12.5,AES-10,93,6.3,Y,,
T52_08_17_2023,2,DS,8/17/23,VS,T52,R,0,14,12,F,P,0,N/A,12,SG,9:17,9:28,9:35,7,12.5,AES-10,93,6.3,Y,,
T52_08_17_2023,3,DS,8/17/23,VS,T52,L,2,14,N/A,G,P,1,14-Feb,12,SG,9:17,9:28,9:35,7,12.5,AES-10,93,6.3,Y,,
T52_08_17_2023,4,DS,8/17/23,VS,T52,R,0,14,6,F,G,0,N/A,12,SG,9:17,9:28,9:35,7,12.5,AES-10,93,6.3,Y,,
T52_08_17_2023,5,DS,8/17/23,VS,T52,L,0,14,N/A,G,G,0,N/A,12,SG,9:17,9:28,9:35,7,12.5,AES-10,93,6.3,Y,,
T52_08_17_2023,6,DS,8/17/23,VS,T52,R,0,14,N/A,F,F,0,N/A,12,SG,9:17,9:28,9:35,7,12.5,AES-10,93,6.3,Y,,
T52_08_17_2023,7,DS,8/17/23,VS,T52,L,0,14,N/A,P,P,0,N/A,12,SG,9:17,9:28,9:35,7,12.5,AES-10,93,6.3,Y,,
T52_08_17_2023,8,DS,8/17/23,VS,T52,R,0,14,N/A,G,G,0,N/A,12,SG,9:17,9:28,9:35,7,12.5,AES-10,93,6.3,Y,,
T53_08_17_2023,1,DS,8/17/23,VS,T53,R,7,14,N/A,G,G,1,14-Jul,12,SG,9:35,9:45,9:53,8,11.6,AES-10,71,3.4,Y,,
T53_08_17_2023,2,DS,8/17/23,VS,T53,L,0,14,N/A,F,G,0,N/A,12,SG,9:35,9:45,9:53,8,11.6,AES-10,71,3.4,Y,,
T53_08_17_2023,3,DS,8/17/23,VS,T53,R,0,14,N/A,G,G,0,missed 1,12,SG,9:35,9:45,9:53,8,11.6,AES-10,71,3.4,Y,,
T53_08_17_2023,4,DS,8/17/23,VS,T53,L,4,14,N/A,G,G,0,14-Apr,12,SG,9:35,9:45,9:53,8,11.6,AES-10,71,3.4,Y,,
T53_08_17_2023,5,DS,8/17/23,VS,T53,R,0,14,N/A,P,F,0,N/A,12,SG,9:35,9:45,9:53,8,11.6,AES-10,71,3.4,Y,,
T53_08_17_2023,6,DS,8/17/23,VS,T53,L,4,14,N/A,G,G,1,14-Apr,12,SG,9:35,9:45,9:53,8,11.6,AES-10,71,3.4,Y,,
T53_08_17_2023,7,DS,8/17/23,VS,T53,R,0,5,N/A,P,P,0,Failed.,12,SG,9:35,9:45,9:53,8,11.6,AES-10,71,3.4,Y,,
T53_08_17_2023,8,DS,8/17/23,VS,T53,R,7,12,N/A,G,G,1,12-Jul,12,SG,9:35,9:45,9:53,8,11.6,AES-10,71,3.4,Y,,
T54_08_17_2023,1,DS,8/17/23,VT,T54,L,4,13,N/A,G,G,0,4-13; malfunction with 14.,12,SG,9:54,10:04,10:11,7,12.6,AES-12,90,5.7,Y,0207,
T54_08_17_2023,2,DS,8/17/23,VT,T54,R,0,14,N/A,P,P,3,N/A,12,SG,9:54,10:04,10:11,7,12.6,AES-12,90,5.7,Y,0207,
T54_08_17_2023,3,DS,8/17/23,VT,T54,L,5,14,N/A,G,G,0,14-May,12,SG,9:54,10:04,10:11,7,12.6,AES-12,90,5.7,Y,0207,
T54_08_17_2023,4,DS,8/17/23,VT,T54,R,0,14,13,F,F,0,N/A,12,SG,9:54,10:04,10:11,7,12.6,AES-12,90,5.7,Y,0207,
T54_08_17_2023,5,DS,8/17/23,VT,T54,L,0,14,N/A,F,P,0,N/A,12,SG,9:54,10:04,10:11,7,12.6,AES-12,90,5.7,Y,0207,
T54_08_17_2023,6,DS,8/17/23,VT,T54,R,0,14,N/A,F,P,0,N/A,12,SG,9:54,10:04,10:11,7,12.6,AES-12,90,5.7,Y,0207,
T54_08_17_2023,7,DS,8/17/23,VT,T54,L,0,14,N/A,G,G,0,N/A,12,SG,9:54,10:04,10:11,7,12.6,AES-12,90,5.7,Y,0207,
T54_08_17_2023,8,DS,8/17/23,VT,T54,R,0,14,N/A,G,G,0,N/A,12,SG,9:54,10:04,10:11,7,12.6,AES-12,90,5.7,Y,0207,
T55_08_17_2023,1,DS,8/17/23,LT,T55,L,3,14,N/A,G,G,0,14-Mar,12,SG,10:12,10:22,10:30,8,12.6,AES-11,71,3.2,Y,0392,
T55_08_17_2023,2,DS,8/17/23,LT,T55,R,5,14,N/A,G,G,0,14-May,12,SG,10:12,10:22,10:30,8,12.6,AES-11,71,3.2,Y,0392,
T55_08_17_2023,3,DS,8/17/23,LT,T55,L,4,8,9,G,G,0,8-Apr,12,SG,10:12,10:22,10:30,8,12.6,AES-11,71,3.2,Y,0392,
T55_08_17_2023,4,DS,8/17/23,LT,T55,R,0,14,N/A,F,P,0,N/A,12,SG,10:12,10:22,10:30,8,12.6,AES-11,71,3.2,Y,0392,
T55_08_17_2023,5,DS,8/17/23,LT,T55,L,0,14,N/A,P,F,0,N/A,12,SG,10:12,10:22,10:30,8,12.6,AES-11,71,3.2,Y,0392,
T55_08_17_2023,6,DS,8/17/23,LT,T55,R,3,10,11,G,G,1,good 3-10,12,SG,10:12,10:22,10:30,8,12.6,AES-11,71,3.2,Y,0392,
T55_08_17_2023,7,DS,8/17/23,LT,T55,L,0,14,N/A,F,P,0,N/A,12,SG,10:12,10:22,10:30,8,12.6,AES-11,71,3.2,Y,0392,
T55_08_17_2023,8,DS,8/17/23,LT,T55,R,0,14,N/A,G,G,0,N/A,12,SG,10:12,10:22,10:30,8,12.6,AES-11,71,3.2,Y,0392,
T56_08_17_2023,1,DS,8/17/23,LS,T56,L,0,14,N/A,P,P,0,N/A,12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T56_08_17_2023,2,DS,8/17/23,LS,T56,R,0,14,N/A,P,P,0,N/A,12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T56_08_17_2023,3,DS,8/17/23,LS,T56,L,0,14,N/A,P,P,0,N/A,12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T56_08_17_2023,4,DS,8/17/23,LS,T56,R,2,10,10,G,G,1,10-Feb,12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T56_08_17_2023,5,DS,8/17/23,LS,T56,L,0,14,N/A,F,G,0,N/A,12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T56_08_17_2023,6,DS,8/17/23,LS,T56,R,0,14,N/A,F,P,0,Strange behavior: zig-zagging,12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T56_08_17_2023,7,DS,8/17/23,LS,T56,L,0,14,N/A,F,G,0,"Fish is LOE, not bursting.",12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T56_08_17_2023,8,DS,8/17/23,LS,T56,R,0,14,N/A,P,G,0,Well despite stimulus.,12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T56_08_17_2023,9,DS,8/17/23,LS,T56,L,0,14,N/A,G,G,0,"Burst still slow, not swmming well.",12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T56_08_17_2023,10,DS,8/17/23,LS,T56,R,0,7,8,G,G,0,good 0-7,12,SG,10:31,10:41,10:56,15,12.8,AES-9,81,5.4,Y,,
T57_08_17_2023,1,DS,8/17/23,LS,T57,R,4,14,N/A,G,G,1,14-Apr,12,SG,10:56,11:06,11:18,12,12.8,AES-9,81,4.6,Y,,
T57_08_17_2023,2,DS,8/17/23,LS,T57,L,0,N/A,N/A,N/A,N/A,N/A,disregard - human error,12,SG,10:56,11:06,11:18,12,12.8,AES-9,81,4.6,Y,,
T57_08_17_2023,3,DS,8/17/23,LS,T57,L,5,14,N/A,G,G,0,long delay due to laser misalignment / good 5-14,12,SG,10:56,11:06,11:18,12,12.8,AES-9,81,4.6,Y,,
T57_08_17_2023,4,DS,8/17/23,LS,T57,R,0,14,N/A,G,G,0,N/A,12,SG,10:56,11:06,11:18,12,12.8,AES-9,81,4.6,Y,,
T57_08_17_2023,5,DS,8/17/23,LS,T57,L,2,14,N/A,G,G,0,missed gate 1: good 2-14,12,SG,10:56,11:06,11:18,12,12.8,AES-9,81,4.6,Y,,
T57_08_17_2023,6,DS,8/17/23,LS,T57,R,9,14,N/A,G,G,1,good 9-14,12,SG,10:56,11:06,11:18,12,12.8,AES-9,81,4.6,Y,,
T57_08_17_2023,7,DS,8/17/23,LS,T57,L,2,14,N/A,G,G,1,good 2-14: missed 12,12,SG,10:56,11:06,11:18,12,12.8,AES-9,81,4.6,Y,,
T57_08_17_2023,8,DS,8/17/23,LS,T57,R,7,14,N/A,G,G,0,good 7-14,12,SG,10:56,11:06,11:18,12,12.8,AES-9,81,4.6,Y,,
T58_08_17_2023,1,DS,8/17/23,FC,T58,R,6,14,N/A,G,G,0,good 6-14,12,SG,11:37,11:47,11:54,7,12.5,AES-7,78,3.7,Y,,
T58_08_17_2023,2,DS,8/17/23,FC,T58,L,0,14,N/A,P,P,1,N/A,12,SG,11:37,11:47,11:54,7,12.5,AES-7,78,3.7,Y,,
T58_08_17_2023,3,DS,8/17/23,FC,T58,R,0,14,11,P,P,1,N/A,12,SG,11:37,11:47,11:54,7,12.5,AES-7,78,3.7,Y,,
T58_08_17_2023,4,DS,8/17/23,FC,T58,L,0,14,N/A,P,G,0,N/A,12,SG,11:37,11:47,11:54,7,12.5,AES-7,78,3.7,Y,,
T58_08_17_2023,5,DS,8/17/23,FC,T58,R,8,14,N/A,G,G,0,good 8-14,12,SG,11:37,11:47,11:54,7,12.5,AES-7,78,3.7,Y,,
T58_08_17_2023,6,DS,8/17/23,FC,T58,L,1,14,N/A,G,G,2,good 1-14,12,SG,11:37,11:47,11:54,7,12.5,AES-7,78,3.7,Y,,
T58_08_17_2023,7,DS,8/17/23,FC,T58,R,1,7,8,G,G,1,good 1-7,12,SG,11:37,11:47,11:54,7,12.5,AES-7,78,3.7,Y,,
T58_08_17_2023,8,DS,8/17/23,FC,T58,L,0,14,9,F,G,0,N/A,12,SG,11:37,11:47,11:54,7,12.5,AES-7,78,3.7,Y,,
T59_08_17_2023,1,DS,8/17/23,HC,T59,R,0,14,6,P,P,0,N/A,12,SG,12:36,12:46,12:55,9,12.9,AES-8,77,3.9,Y,,
T59_08_17_2023,2,DS,8/17/23,HC,T59,R,3,14,N/A,G,G,0,14-Mar,12,SG,12:36,12:46,12:55,9,12.9,AES-8,77,3.9,Y,,
T59_08_17_2023,3,DS,8/17/23,HC,T59,L,0,14,N/A,P,P,0,N/A,12,SG,12:36,12:46,12:55,9,12.9,AES-8,77,3.9,Y,,
T59_08_17_2023,4,DS,8/17/23,HC,T59,R,0,14,N/A,P,P,1,N/A,12,SG,12:36,12:46,12:55,9,12.9,AES-8,77,3.9,Y,,
T59_08_17_2023,5,DS,8/17/23,HC,T59,L,0,14,N/A,G,G,1,"missed 2,5,6,7",12,SG,12:36,12:46,12:55,9,12.9,AES-8,77,3.9,Y,,
T59_08_17_2023,6,DS,8/17/23,HC,T59,L,0,14,N/A,G,G,0,N/A,12,SG,12:36,12:46,12:55,9,12.9,AES-8,77,3.9,Y,,
T59_08_17_2023,7,DS,8/17/23,HC,T59,R,4,14,N/A,G,F,0,14-Apr,12,SG,12:36,12:46,12:55,9,12.9,AES-8,77,3.9,Y,,
T59_08_17_2023,8,DS,8/17/23,HC,T59,L,0,14,N/A,G,G,0,N/A,12,SG,12:36,12:46,12:55,9,12.9,AES-8,77,3.9,Y,,
T60_08_17_2023,1,DS,8/17/23,LT,T60,R,0,14,9,F,P,0,fish is lethargic,12,SG,12:55,13:05,13:15,10,12.9,AES-11,89,5.7,Y,0247,
T60_08_17_2023,2,DS,8/17/23,LT,T60,L,0,14,N/A,F,F,N/A,fish is lethargic,12,SG,12:55,13:05,13:15,10,12.9,AES-11,89,5.7,Y,0247,
T60_08_17_2023,3,DS,8/17/23,LT,T60,R,4,10,N/A,G,F,N/A,fish is lethargic; 4-10,12,SG,12:55,13:05,13:15,10,12.9,AES-11,89,5.7,Y,0247,
T60_08_17_2023,4,DS,8/17/23,LT,T60,L,0,14,N/A,P,P,N/A,fish is lethargic,12,SG,12:55,13:05,13:15,10,12.9,AES-11,89,5.7,Y,0247,
T60_08_17_2023,5,DS,8/17/23,LT,T60,R,0,14,9,G,F,N/A,fish is lethargic,12,SG,12:55,13:05,13:15,10,12.9,AES-11,89,5.7,Y,0247,
T60_08_17_2023,6,DS,8/17/23,LT,T60,L,0,14,N/A,P,F,N/A,fish is lethargic,12,SG,12:55,13:05,13:15,10,12.9,AES-11,89,5.7,Y,0247,
T60_08_17_2023,7,DS,8/17/23,LT,T60,L,0,14,N/A,P,F,N/A,fish is lethargic,12,SG,12:55,13:05,13:15,10,12.9,AES-11,89,5.7,Y,0247,
T60_08_17_2023,8,DS,8/17/23,LT,T60,R,0,14,N/A,G,G,N/A,fish is lethargic,12,SG,12:55,13:05,13:15,10,12.9,AES-11,89,5.7,Y,0247,
T61_08_17_2023,1,DS,8/17/23,LT,T61,R,0,14,7,G,P,N/A,N/A,12,SG,13:15,13:25,13:35,10,13,AES-11,68,2.5,Y,0110,
T61_08_17_2023,2,DS,8/17/23,LT,T61,L,0,14,10,G,P,N/A,N/A,12,SG,13:15,13:25,13:35,10,13,AES-11,68,2.5,Y,0110,
T61_08_17_2023,3,DS,8/17/23,LT,T61,R,0,14,N/A,G,G,1,N/A,12,SG,13:15,13:25,13:35,10,13,AES-11,68,2.5,Y,0110,
T61_08_17_2023,4,DS,8/17/23,LT,T61,L,0,14,N/A,P,G,N/A,N/A,12,SG,13:15,13:25,13:35,10,13,AES-11,68,2.5,Y,0110,
T61_08_17_2023,5,DS,8/17/23,LT,T61,R,5,14,N/A,G,G,2,14-May,12,SG,13:15,13:25,13:35,10,13,AES-11,68,2.5,Y,0110,
T61_08_17_2023,6,DS,8/17/23,LT,T61,L,3,14,N/A,G,F,N/A,14-Mar,12,SG,13:15,13:25,13:35,10,13,AES-11,68,2.5,Y,0110,
T61_08_17_2023,7,DS,8/17/23,LT,T61,L,0,14,N/A,F,F,N/A,N/A,12,SG,13:15,13:25,13:35,10,13,AES-11,68,2.5,Y,0110,
T61_08_17_2023,8,DS,8/17/23,LT,T61,R,0,14,N/A,G,G,N/A,"missed 7,8,9",12,SG,13:15,13:25,13:35,10,13,AES-11,68,2.5,Y,0110,
T62_08_17_2023,1,DS,8/17/23,VT,T62,L,4,10,10,G,P,N/A,10-Apr,12,SG,13:39,13:50,14:02,12,12.8,AES-12,71,2.5,Y,0219,
T62_08_17_2023,2,DS,8/17/23,VT,T62,R,0,10,11,G,G,N/A,"0-10, missed 3,4,7",12,SG,13:39,13:50,14:02,12,12.8,AES-12,71,2.5,Y,0219,
T62_08_17_2023,3,DS,8/17/23,VT,T62,L,0,14,N/A,G,G,N/A,"missed 4,5+11",12,SG,13:39,13:50,14:02,12,12.8,AES-12,71,2.5,Y,0219,
T62_08_17_2023,4,DS,8/17/23,VT,T62,R,0,14,N/A,P,P,N/A,fail ,12,SG,13:39,13:50,14:02,12,12.8,AES-12,71,2.5,Y,0219,
T62_08_17_2023,5,DS,8/17/23,VT,T62,R,0,14,N/A,G,G,N/A,missed 4-9,12,SG,13:39,13:50,14:02,12,12.8,AES-12,71,2.5,Y,0219,
T62_08_17_2023,6,DS,8/17/23,VT,T62,R,0,N/A,N/A,P,P,N/A,fail,12,SG,13:39,13:50,14:02,12,12.8,AES-12,71,2.5,Y,0219,
T62_08_17_2023,7,DS,8/17/23,VT,T62,L,0,14,N/A,G,G,N/A,N/A,12,SG,13:39,13:50,14:02,12,12.8,AES-12,71,2.5,Y,0219,
T62_08_17_2023,8,DS,8/17/23,VT,T62,R,0,11,N/A,G,G,N/A,"0-11, missed 1,2,3,7",12,SG,13:39,13:50,14:02,12,12.8,AES-12,71,2.5,Y,0219,
T62_08_17_2023,9,DS,8/17/23,VT,T62,L,4,14,N/A,G,G,N/A,"4-14, missed 5",12,SG,13:39,13:50,14:02,12,12.8,AES-12,71,2.5,Y,0219,
T63_08_17_2023,1,DS,8/17/23,FC,T63,L,0,14,N/A,P,F,N/A,N/A,12,SG,14:03,14:13,14:21,8,12.9,AES-7,77,3.4,Y,,
T63_08_17_2023,2,DS,8/17/23,FC,T63,R,11,14,N/A,F,P,N/A,14-Nov,12,SG,14:03,14:13,14:21,8,12.9,AES-7,77,3.4,Y,,
T63_08_17_2023,3,DS,8/17/23,FC,T63,L,3,14,N/A,G,G,N/A,14-Mar,12,SG,14:03,14:13,14:21,8,12.9,AES-7,77,3.4,Y,,
T63_08_17_2023,4,DS,8/17/23,FC,T63,R,5,14,N/A,G,F,N/A,14-May,12,SG,14:03,14:13,14:21,8,12.9,AES-7,77,3.4,Y,,
T63_08_17_2023,5,DS,8/17/23,FC,T63,R,7,14,N/A,G,G,N/A,14-Jul,12,SG,14:03,14:13,14:21,8,12.9,AES-7,77,3.4,Y,,
T63_08_17_2023,6,DS,8/17/23,FC,T63,L,5,14,N/A,G,G,N/A,14-May,12,SG,14:03,14:13,14:21,8,12.9,AES-7,77,3.4,Y,,
