raspPI_filestart,burstnumb,spp,trialdate,treatment,trialID,startside,burstFrom,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes,testtemp,staff,acclimstart,trialstart,trialend,triallength,tunneltemp,holdingtank,fl_mm,mass_g,QAQC_Y_N,TagHex_ID,
T63_08_17_2023,7,DS,8/17/23,FC,T63,R,0,14,N/A,F,F,N/A,N/A,12,SG,14:03,14:13,14:21,8,12.9,AES-7,77,3.4,Y,,
T63_08_17_2023,8,DS,8/17/23,FC,T63,L,0,14,N/A,F,F,N/A,N/A,12,SG,14:03,14:13,14:21,8,12.9,AES-7,77,3.4,Y,,
T64_08_17_2023,1,DS,8/17/23,HC,T64,L,10,14,N/A,G,P,N/A,14-Oct,12,SG,14:22,14:33,14:44,11,12.9,AES-8,87,4.6,Y,,
T64_08_17_2023,2,DS,8/17/23,HC,T64,R,3,14,N/A,G,G,N/A,14-Mar,12,SG,14:22,14:33,14:44,11,12.9,AES-8,87,4.6,Y,,
T64_08_17_2023,3,DS,8/17/23,HC,T64,L,0,0,N/A,N/A,N/A,N/A,fail,12,SG,14:22,14:33,14:44,11,12.9,AES-8,87,4.6,Y,,
T64_08_17_2023,4,DS,8/17/23,HC,T64,L,2,11,11,G,G,1,11-Feb,12,SG,14:22,14:33,14:44,11,12.9,AES-8,87,4.6,Y,,
T64_08_17_2023,5,DS,8/17/23,HC,T64,R,3,14,N/A,G,G,N/A,14-Mar,12,SG,14:22,14:33,14:44,11,12.9,AES-8,87,4.6,Y,,
T64_08_17_2023,6,DS,8/17/23,HC,T64,L,0,14,N/A,P,P,N/A,N/A,12,SG,14:22,14:33,14:44,11,12.9,AES-8,87,4.6,Y,,
T64_08_17_2023,7,DS,8/17/23,HC,T64,R,3,14,N/A,G,G,N/A,14-Mar,12,SG,14:22,14:33,14:44,11,12.9,AES-8,87,4.6,Y,,
T64_08_17_2023,8,DS,8/17/23,HC,T64,L,0,0,N/A,N/A,N/A,N/A,fail,12,SG,14:22,14:33,14:44,11,12.9,AES-8,87,4.6,Y,,
T64_08_17_2023,9,DS,8/17/23,HC,T64,R,2,14,N/A,G,G,1,14-Feb,12,SG,14:22,14:33,14:44,11,12.9,AES-8,87,4.6,Y,,
T65_08_18_2023,1,DS,8/18/23,LS,T65,L,0,14,N/A,G,P,0,N/A,12,SG,8:15,8:25,8:35,10,13.1,AES-9,87,4.4,Y,,
T65_08_18_2023,2,DS,8/18/23,LS,T65,R,0,14,N/A,F,F,N/A,N/A,12,SG,8:15,8:25,8:35,10,13.1,AES-9,87,4.4,Y,,
T65_08_18_2023,3,DS,8/18/23,LS,T65,L,0,14,N/A,F,P,N/A,N/A,12,SG,8:15,8:25,8:35,10,13.1,AES-9,87,4.4,Y,,
T65_08_18_2023,4,DS,8/18/23,LS,T65,R,0,14,N/A,G,G,N/A,missed gate 1,12,SG,8:15,8:25,8:35,10,13.1,AES-9,87,4.4,Y,,
T65_08_18_2023,5,DS,8/18/23,LS,T65,L,0,14,N/A,G,G,N/A,malfunction w/ gate 13,12,SG,8:15,8:25,8:35,10,13.1,AES-9,87,4.4,Y,,
T65_08_18_2023,6,DS,8/18/23,LS,T65,R,8,14,7,F,P,N/A,14-Aug,12,SG,8:15,8:25,8:35,10,13.1,AES-9,87,4.4,Y,,
T65_08_18_2023,7,DS,8/18/23,LS,T65,L,0,14,N/A,G,G,N/A,N/A,12,SG,8:15,8:25,8:35,10,13.1,AES-9,87,4.4,Y,,
T65_08_18_2023,8,DS,8/18/23,LS,T65,R,0,14,10,P,F,1,N/A,12,SG,8:15,8:25,8:35,10,13.1,AES-9,87,4.4,Y,,
T66_08_18_2023,1,DS,8/18/23,LS,T66,L,0,14,N/A,G,G,0,N/A,12,SG,8:48,8:58,9:09,11,13.1,AES-9,94,7.4,Y,,
T66_08_18_2023,2,DS,8/18/23,LS,T66,R,2,14,N/A,G,G,1,14-Feb,12,SG,8:48,8:58,9:09,11,13.1,AES-9,94,7.4,Y,,
T66_08_18_2023,3,DS,8/18/23,LS,T66,R,0,N/A,N/A,P,P,N/A,fail -disregard,12,SG,8:48,8:58,9:09,11,13.1,AES-9,94,7.4,Y,,
T66_08_18_2023,4,DS,8/18/23,LS,T66,R,3,14,N/A,G,G,N/A,14-Mar,12,SG,8:48,8:58,9:09,11,13.1,AES-9,94,7.4,Y,,
T66_08_18_2023,5,DS,8/18/23,LS,T66,L,0,14,N/A,P,F,N/A,N/A,12,SG,8:48,8:58,9:09,11,13.1,AES-9,94,7.4,Y,,
T66_08_18_2023,6,DS,8/18/23,LS,T66,R,2,14,N/A,G,G,1,14-Feb,12,SG,8:48,8:58,9:09,11,13.1,AES-9,94,7.4,Y,,
T66_08_18_2023,7,DS,8/18/23,LS,T66,L,5,14,N/A,G,G,N/A,14-May,12,SG,8:48,8:58,9:09,11,13.1,AES-9,94,7.4,Y,,
T66_08_18_2023,8,DS,8/18/23,LS,T66,R,0,14,N/A,P,P,1,N/A,12,SG,8:48,8:58,9:09,11,13.1,AES-9,94,7.4,Y,,
T67_08_18_2023,1,DS,8/18/23,FC,T67,L,1,14,N/A,G,G,0,14-Jan,12,SG,9:10,9:21,9:33,12,13,AES-7,87,6.2,Y,,
T67_08_18_2023,2,DS,8/18/23,FC,T67,R,0,14,N/A,G,P,N/A,N/A,12,SG,9:10,9:21,9:33,12,13,AES-7,87,6.2,Y,,
T67_08_18_2023,3,DS,8/18/23,FC,T67,L,0,14,N/A,G,G,N/A,N/A,12,SG,9:10,9:21,9:33,12,13,AES-7,87,6.2,Y,,
T67_08_18_2023,4,DS,8/18/23,FC,T67,L,0,14,N/A,P,P,N/A,N/A,12,SG,9:10,9:21,9:33,12,13,AES-7,87,6.2,Y,,
T67_08_18_2023,5,DS,8/18/23,FC,T67,R,2,12,12,G,G,N/A,12-Feb,12,SG,9:10,9:21,9:33,12,13,AES-7,87,6.2,Y,,
T67_08_18_2023,6,DS,8/18/23,FC,T67,L,0,14,N/A,G,G,N/A,N/A,12,SG,9:10,9:21,9:33,12,13,AES-7,87,6.2,Y,,
T67_08_18_2023,7,DS,8/18/23,FC,T67,R,0,12,13,G,G,1,0-12,12,SG,9:10,9:21,9:33,12,13,AES-7,87,6.2,Y,,
T67_08_18_2023,8,DS,8/18/23,FC,T67,L,0,14,N/A,G,G,N/A,N/A,12,SG,9:10,9:21,9:33,12,13,AES-7,87,6.2,Y,,
T68_08_18_2023,1,DS,8/18/23,VT,T68,L,2,14,N/A,G,G,N/A,14-Feb,12,SG,9:34,9:46,9:54,8,13.1,AES-12,75,2.9,Y,07A0,
T68_08_18_2023,2,DS,8/18/23,VT,T68,R,4,14,N/A,G,G,N/A,14-Apr,12,SG,9:34,9:46,9:54,8,13.1,AES-12,75,2.9,Y,07A0,
T68_08_18_2023,3,DS,8/18/23,VT,T68,R,0,N/A,N/A,P,P,N/A,Fail -disregard,12,SG,9:34,9:46,9:54,8,13.1,AES-12,75,2.9,Y,07A0,
T68_08_18_2023,4,DS,8/18/23,VT,T68,L,0,14,N/A,P,P,N/A,N/A,12,SG,9:34,9:46,9:54,8,13.1,AES-12,75,2.9,Y,07A0,
T68_08_18_2023,5,DS,8/18/23,VT,T68,L,0,N/A,N/A,P,P,N/A,Fail -disregard,12,SG,9:34,9:46,9:54,8,13.1,AES-12,75,2.9,Y,07A0,
T68_08_18_2023,6,DS,8/18/23,VT,T68,L,2,14,N/A,G,G,N/A,14-Feb,12,SG,9:34,9:46,9:54,8,13.1,AES-12,75,2.9,Y,07A0,
T68_08_18_2023,7,DS,8/18/23,VT,T68,R,0,14,N/A,G,G,N/A,N/A,12,SG,9:34,9:46,9:54,8,13.1,AES-12,75,2.9,Y,07A0,
T68_08_18_2023,8,DS,8/18/23,VT,T68,L,0,14,N/A,P,P,N/A,N/A,12,SG,9:34,9:46,9:54,8,13.1,AES-12,75,2.9,Y,07A0,
T68_08_18_2023,9,DS,8/18/23,VT,T68,R,9,14,N/A,G,G,N/A,14-Sep,12,SG,9:34,9:46,9:54,8,13.1,AES-12,75,2.9,Y,07A0,
T69_08_18_2023,1,DS,8/18/23,FC,T69,L,1,14,N/A,G,G,N/A,14-Jan,12,SG,9:55,10:06,10:16,10,13,AES-7,84,5.1,Y,,
T69_08_18_2023,2,DS,8/18/23,FC,T69,R,0,14,N/A,G,G,N/A,N/A,12,SG,9:55,10:06,10:16,10,13,AES-7,84,5.1,Y,,
T69_08_18_2023,3,DS,8/18/23,FC,T69,L,3,14,N/A,G,G,N/A,14-Mar,12,SG,9:55,10:06,10:16,10,13,AES-7,84,5.1,Y,,
T69_08_18_2023,4,DS,8/18/23,FC,T69,R,2,14,N/A,G,G,N/A,14-Feb,12,SG,9:55,10:06,10:16,10,13,AES-7,84,5.1,Y,,
T69_08_18_2023,5,DS,8/18/23,FC,T69,L,0,14,N/A,P,P,N/A,N/A,12,SG,9:55,10:06,10:16,10,13,AES-7,84,5.1,Y,,
T69_08_18_2023,6,DS,8/18/23,FC,T69,R,0,14,10,F,G,N/A,N/A,12,SG,9:55,10:06,10:16,10,13,AES-7,84,5.1,Y,,
T69_08_18_2023,7,DS,8/18/23,FC,T69,L,0,14,N/A,G,G,N/A,missed 11,12,SG,9:55,10:06,10:16,10,13,AES-7,84,5.1,Y,,
T69_08_18_2023,8,DS,8/18/23,FC,T69,R,0,14,N/A,P,P,N/A,N/A,12,SG,9:55,10:06,10:16,10,13,AES-7,84,5.1,Y,,
T70_08_18_2023,1,DS,8/18/23,VS,T70,R,0,14,N/A,G,G,N/A,missed gate 1,12,SG,10:17,10:28,10:38,10,12.9,AES-10,84,4,Y,,
T70_08_18_2023,2,DS,8/18/23,VS,T70,R,0,N/A,N/A,P,P,N/A,Fail -disregard,12,SG,10:17,10:28,10:38,10,12.9,AES-10,84,4,Y,,
T70_08_18_2023,3,DS,8/18/23,VS,T70,R,0,14,N/A,F,P,N/A,N/A,12,SG,10:17,10:28,10:38,10,12.9,AES-10,84,4,Y,,
T70_08_18_2023,4,DS,8/18/23,VS,T70,L,3,14,N/A,G,G,N/A,14-Mar,12,SG,10:17,10:28,10:38,10,12.9,AES-10,84,4,Y,,
T70_08_18_2023,5,DS,8/18/23,VS,T70,R,1,14,N/A,G,G,1,14-Jan,12,SG,10:17,10:28,10:38,10,12.9,AES-10,84,4,Y,,
T70_08_18_2023,6,DS,8/18/23,VS,T70,L,0,N/A,N/A,P,P,N/A,Fail -disregard,12,SG,10:17,10:28,10:38,10,12.9,AES-10,84,4,Y,,
T70_08_18_2023,7,DS,8/18/23,VS,T70,R,0,N/A,N/A,F,P,N/A,N/A,12,SG,10:17,10:28,10:38,10,12.9,AES-10,84,4,Y,,
T70_08_18_2023,8,DS,8/18/23,VS,T70,L,0,N/A,N/A,G,G,N/A,N/A,12,SG,10:17,10:28,10:38,10,12.9,AES-10,84,4,Y,,
T71_08_18_2023,1,DS,8/18/23,LT,T71,L,0,14,N/A,G,G,N/A,N/A,12,SG,10:39,10:49,11:03,14,13,AES-11,81,3.9,Y,06FB,
T71_08_18_2023,2,DS,8/18/23,LT,T71,R,0,14,N/A,G,G,N/A,"missed 1,3,7",12,SG,10:39,10:49,11:03,14,13,AES-11,81,3.9,Y,06FB,
T71_08_18_2023,3,DS,8/18/23,LT,T71,L,0,14,N/A,G,G,N/A,N/A,12,SG,10:39,10:49,11:03,14,13,AES-11,81,3.9,Y,06FB,
T71_08_18_2023,4,DS,8/18/23,LT,T71,R,0,14,N/A,G,G,N/A,N/A,12,SG,10:39,10:49,11:03,14,13,AES-11,81,3.9,Y,06FB,
T71_08_18_2023,5,DS,8/18/23,LT,T71,L,0,14,N/A,P,P,N/A,N/A,12,SG,10:39,10:49,11:03,14,13,AES-11,81,3.9,Y,06FB,
T71_08_18_2023,6,DS,8/18/23,LT,T71,R,6,14,N/A,G,G,N/A,6-14 <- LOL Hi Anna,12,SG,10:39,10:49,11:03,14,13,AES-11,81,3.9,Y,06FB,
T71_08_18_2023,7,DS,8/18/23,LT,T71,L,6,14,N/A,G,G,N/A,14-Jun,12,SG,10:39,10:49,11:03,14,13,AES-11,81,3.9,Y,06FB,
T71_08_18_2023,8,DS,8/18/23,LT,T71,R,0,14,N/A,F,G,N/A,N/A,12,SG,10:39,10:49,11:03,14,13,AES-11,81,3.9,Y,06FB,
T72_08_18_2023,1,DS,8/18/23,HC,T72,L,10,14,N/A,P,F,N/A,14-Oct,12,SG,11:03,11:13,11:22,9,12.6,AES-8,86,4.3,Y,,
T72_08_18_2023,2,DS,8/18/23,HC,T72,R,0,14,N/A,G,G,N/A,N/A,12,SG,11:03,11:13,11:22,9,12.6,AES-8,86,4.3,Y,,
T72_08_18_2023,3,DS,8/18/23,HC,T72,L,0,14,N/A,P,P,N/A,N/A,12,SG,11:03,11:13,11:22,9,12.6,AES-8,86,4.3,Y,,
T72_08_18_2023,4,DS,8/18/23,HC,T72,L,0,14,N/A,P,P,2,N/A,12,SG,11:03,11:13,11:22,9,12.6,AES-8,86,4.3,Y,,
T72_08_18_2023,5,DS,8/18/23,HC,T72,R,8,14,N/A,G,G,N/A,14-Aug,12,SG,11:03,11:13,11:22,9,12.6,AES-8,86,4.3,Y,,
T72_08_18_2023,6,DS,8/18/23,HC,T72,L,0,14,N/A,P,P,N/A,N/A,12,SG,11:03,11:13,11:22,9,12.6,AES-8,86,4.3,Y,,
T72_08_18_2023,7,DS,8/18/23,HC,T72,R,3,11,12,G,G,N/A,11-Mar,12,SG,11:03,11:13,11:22,9,12.6,AES-8,86,4.3,Y,,
T72_08_18_2023,8,DS,8/18/23,HC,T72,L,0,14,N/A,P,P,N/A,N/A,12,SG,11:03,11:13,11:22,9,12.6,AES-8,86,4.3,Y,,
T73_08_18_2023,1,DS,8/18/23,VS,T73,R,0,14,N/A,P,F,N/A,N/A,12,SG,11:23,11:33,11:44,11,12.7,AES-10,83,3.7,Y,,
T73_08_18_2023,2,DS,8/18/23,VS,T73,L,6,14,N/A,G,G,N/A,14-Jun,12,SG,11:23,11:33,11:44,11,12.7,AES-10,83,3.7,Y,,
T73_08_18_2023,3,DS,8/18/23,VS,T73,R,5,14,N/A,G,G,N/A,14-May,12,SG,11:23,11:33,11:44,11,12.7,AES-10,83,3.7,Y,,
T73_08_18_2023,4,DS,8/18/23,VS,T73,L,1,5,6,G,P,N/A,5-Jan,12,SG,11:23,11:33,11:44,11,12.7,AES-10,83,3.7,Y,,
T73_08_18_2023,5,DS,8/18/23,VS,T73,R,0,14,N/A,P,P,N/A,N/A,12,SG,11:23,11:33,11:44,11,12.7,AES-10,83,3.7,Y,,
T73_08_18_2023,6,DS,8/18/23,VS,T73,L,0,14,N/A,G,G,N/A,N/A,12,SG,11:23,11:33,11:44,11,12.7,AES-10,83,3.7,Y,,
T73_08_18_2023,7,DS,8/18/23,VS,T73,R,0,14,N/A,P,P,N/A,N/A,12,SG,11:23,11:33,11:44,11,12.7,AES-10,83,3.7,Y,,
T73_08_18_2023,8,DS,8/18/23,VS,T73,L,0,14,N/A,P,P,1,N/A,12,SG,11:23,11:33,11:44,11,12.7,AES-10,83,3.7,Y,,
T74_08_18_2023,1,DS,8/18/23,VT,T74,R,2,10,10,G,G,N/A,10-Feb,12,SG,11:45,11:57,12:07,10,12.6,AES-12,80,3.1,Y,03C4,
T74_08_18_2023,2,DS,8/18/23,VT,T74,L,5,10,11,G,G,N/A,10-May,12,SG,11:45,11:57,12:07,10,12.6,AES-12,80,3.1,Y,03C4,
T74_08_18_2023,3,DS,8/18/23,VT,T74,R,3,10,11,G,G,N/A,10-Mar,12,SG,11:45,11:57,12:07,10,12.6,AES-12,80,3.1,Y,03C4,
T74_08_18_2023,4,DS,8/18/23,VT,T74,L,0,14,N/A,G,G,1,N/A,12,SG,11:45,11:57,12:07,10,12.6,AES-12,80,3.1,Y,03C4,
T74_08_18_2023,5,DS,8/18/23,VT,T74,R,4,14,N/A,G,G,1,14-Apr,12,SG,11:45,11:57,12:07,10,12.6,AES-12,80,3.1,Y,03C4,
T74_08_18_2023,6,DS,8/18/23,VT,T74,L,0,14,N/A,F,P,N/A,N/A,12,SG,11:45,11:57,12:07,10,12.6,AES-12,80,3.1,Y,03C4,
T74_08_18_2023,7,DS,8/18/23,VT,T74,R,0,14,N/A,P,P,N/A,N/A,12,SG,11:45,11:57,12:07,10,12.6,AES-12,80,3.1,Y,03C4,
T74_08_18_2023,8,DS,8/18/23,VT,T74,L,5,14,N/A,G,G,N/A,14-May,12,SG,11:45,11:57,12:07,10,12.6,AES-12,80,3.1,Y,03C4,
T75_08_18_2023,1,DS,8/18/23,VS,T75,L,8,14,N/A,F,P,N/A,14-Aug,12,SG,12:12,12:22,12:32,10,12.9,AES-10,85,4.4,Y,,
T75_08_18_2023,2,DS,8/18/23,VS,T75,R,2,14,N/A,G,G,N/A,14-Feb,12,SG,12:12,12:22,12:32,10,12.9,AES-10,85,4.4,Y,,
T75_08_18_2023,3,DS,8/18/23,VS,T75,L,2,6,7,F,P,N/A,6-Feb,12,SG,12:12,12:22,12:32,10,12.9,AES-10,85,4.4,Y,,
T75_08_18_2023,4,DS,8/18/23,VS,T75,R,6,14,N/A,F,G,1,14-Jun,12,SG,12:12,12:22,12:32,10,12.9,AES-10,85,4.4,Y,,
T75_08_18_2023,5,DS,8/18/23,VS,T75,L,0,14,N/A,P,P,N/A,N/A,12,SG,12:12,12:22,12:32,10,12.9,AES-10,85,4.4,Y,,
T75_08_18_2023,6,DS,8/18/23,VS,T75,R,3,14,N/A,G,G,N/A,3-14. missed 5,12,SG,12:12,12:22,12:32,10,12.9,AES-10,85,4.4,Y,,
T75_08_18_2023,7,DS,8/18/23,VS,T75,L,4,14,N/A,G,G,N/A,14-Apr,12,SG,12:12,12:22,12:32,10,12.9,AES-10,85,4.4,Y,,
T75_08_18_2023,8,DS,8/18/23,VS,T75,R,8,14,N/A,G,G,N/A,14-Aug,12,SG,12:12,12:22,12:32,10,12.9,AES-10,85,4.4,Y,,
T76_08_18_2023,1,DS,8/18/23,FC,T76,L,0,14,N/A,G,G,N/A,N/A,12,SG,12:53,13:03,13:13,10,12.9,AES-7,74,3.1,Y,,
T76_08_18_2023,2,DS,8/18/23,FC,T76,R,0,14,N/A,G,P,N/A,N/A,12,SG,12:53,13:03,13:13,10,12.9,AES-7,74,3.1,Y,,
T76_08_18_2023,3,DS,8/18/23,FC,T76,L,0,14,N/A,G,G,N/A,N/A,12,SG,12:53,13:03,13:13,10,12.9,AES-7,74,3.1,Y,,
T76_08_18_2023,4,DS,8/18/23,FC,T76,R,0,14,N/A,P,P,N/A,N/A,12,SG,12:53,13:03,13:13,10,12.9,AES-7,74,3.1,Y,,
T76_08_18_2023,5,DS,8/18/23,FC,T76,L,2,14,N/A,G,G,N/A,14-Feb,12,SG,12:53,13:03,13:13,10,12.9,AES-7,74,3.1,Y,,
T76_08_18_2023,6,DS,8/18/23,FC,T76,R,0,14,N/A,P,P,N/A,N/A,12,SG,12:53,13:03,13:13,10,12.9,AES-7,74,3.1,Y,,
T76_08_18_2023,7,DS,8/18/23,FC,T76,R,0,N/A,N/A,P,P,N/A,Failed-disregard,12,SG,12:53,13:03,13:13,10,12.9,AES-7,74,3.1,Y,,
T76_08_18_2023,8,DS,8/18/23,FC,T76,R,0,11,11,G,G,N/A,0-11,12,SG,12:53,13:03,13:13,10,12.9,AES-7,74,3.1,Y,,
T77_08_19_2023,1,DS,8/19/23,HC,T77,R,0,14,N/A,F,P,N/A,N/A,12,SG,8:15,8:25,8:37,12,13.1,AES-8,76,3.8,Y,,
T77_08_19_2023,2,DS,8/19/23,HC,T77,L,0,14,N/A,F,P,N/A,N/A,12,SG,8:15,8:25,8:37,12,13.1,AES-8,76,3.8,Y,,
T77_08_19_2023,3,DS,8/19/23,HC,T77,L,0,11,12,G,P,N/A,0-11,12,SG,8:15,8:25,8:37,12,13.1,AES-8,76,3.8,Y,,
T77_08_19_2023,4,DS,8/19/23,HC,T77,R,0,14,N/A,G,G,1,N/A,12,SG,8:15,8:25,8:37,12,13.1,AES-8,76,3.8,Y,,
T77_08_19_2023,5,DS,8/19/23,HC,T77,L,5,10,N/A,F,P,1,10-May,12,SG,8:15,8:25,8:37,12,13.1,AES-8,76,3.8,Y,,
T77_08_19_2023,6,DS,8/19/23,HC,T77,R,6,14,N/A,G,G,1,14-Jun,12,SG,8:15,8:25,8:37,12,13.1,AES-8,76,3.8,Y,,
T77_08_19_2023,7,DS,8/19/23,HC,T77,L,0,14,N/A,P,P,N/A,N/A,12,SG,8:15,8:25,8:37,12,13.1,AES-8,76,3.8,Y,,
T77_08_19_2023,8,DS,8/19/23,HC,T77,R,0,14,N/A,F,P,N/A,N/A,12,SG,8:15,8:25,8:37,12,13.1,AES-8,76,3.8,Y,,
T77_08_19_2023,9,DS,8/19/23,HC,T77,L,3,10,11,G,G,1,10-Mar,12,SG,8:15,8:25,8:37,12,13.1,AES-8,76,3.8,Y,,
T78_08_18_2023,1,DS,8/18/23,LT,T78,R,2,14,N/A,G,G,1,14-Feb,12,SG,13:49,13:59,14:09,10,12.8,AES-11,81,4.1,Y,0491,
T78_08_18_2023,2,DS,8/18/23,LT,T78,L,3,14,N/A,G,G,N/A,"3-14, missed 5-7",12,SG,13:49,13:59,14:09,10,12.8,AES-11,81,4.1,Y,0491,
T78_08_18_2023,3,DS,8/18/23,LT,T78,R,4,14,N/A,G,G,N/A,14-Apr,12,SG,13:49,13:59,14:09,10,12.8,AES-11,81,4.1,Y,0491,
T78_08_18_2023,4,DS,8/18/23,LT,T78,L,0,14,N/A,P,P,N/A,N/A,12,SG,13:49,13:59,14:09,10,12.8,AES-11,81,4.1,Y,0491,
T78_08_18_2023,5,DS,8/18/23,LT,T78,R,0,7,8,G,P,N/A,0-7,12,SG,13:49,13:59,14:09,10,12.8,AES-11,81,4.1,Y,0491,
T78_08_18_2023,6,DS,8/18/23,LT,T78,L,2,14,N/A,G,G,N/A,"2-14, 3-5+7 missed",12,SG,13:49,13:59,14:09,10,12.8,AES-11,81,4.1,Y,0491,
T78_08_18_2023,7,DS,8/18/23,LT,T78,R,2,14,N/A,G,G,N/A,"2-14, missed 7, 9-11",12,SG,13:49,13:59,14:09,10,12.8,AES-11,81,4.1,Y,0491,
T78_08_18_2023,8,DS,8/18/23,LT,T78,L,0,14,N/A,P,P,N/A,N/A,12,SG,13:49,13:59,14:09,10,12.8,AES-11,81,4.1,Y,0491,
T79_08_18_2023,1,DS,8/18/23,HC,T79,R,7,14,6,G,G,N/A,14-Jul,12,SG,14:12,14:22,14:33,11,12.9,AES-8,81,3.4,Y,,
T79_08_18_2023,2,DS,8/18/23,HC,T79,R,0,N/A,N/A,P,P,N/A,Failed-disregard,12,SG,14:12,14:22,14:33,11,12.9,AES-8,81,3.4,Y,,
T79_08_18_2023,3,DS,8/18/23,HC,T79,L,0,4,5,F,P,N/A,0-4,12,SG,14:12,14:22,14:33,11,12.9,AES-8,81,3.4,Y,,
T79_08_18_2023,4,DS,8/18/23,HC,T79,R,0,5,N/A,P,P,N/A,N/A,12,SG,14:12,14:22,14:33,11,12.9,AES-8,81,3.4,Y,,
T79_08_18_2023,5,DS,8/18/23,HC,T79,L,0,14,N/A,P,P,N/A,N/A,12,SG,14:12,14:22,14:33,11,12.9,AES-8,81,3.4,Y,,
T79_08_18_2023,6,DS,8/18/23,HC,T79,R,8,14,N/A,G,G,N/A,14-Aug,12,SG,14:12,14:22,14:33,11,12.9,AES-8,81,3.4,Y,,
T79_08_18_2023,7,DS,8/18/23,HC,T79,L,2,14,N/A,G,G,N/A,14-Feb,12,SG,14:12,14:22,14:33,11,12.9,AES-8,81,3.4,Y,,
T79_08_18_2023,8,DS,8/18/23,HC,T79,R,6,14,N/A,G,G,N/A,14-Jun,12,SG,14:12,14:22,14:33,11,12.9,AES-8,81,3.4,Y,,
T80_08_18_2023,1,DS,8/18/23,VT,T80,L,3,14,N/A,G,G,N/A,14-Mar,12,SG,14:34,14:44,14:54,10,12.9,AES-12,73,2.6,Y,00F1,
T80_08_18_2023,2,DS,8/18/23,VT,T80,R,0,14,N/A,P,P,N/A,N/A,12,SG,14:34,14:44,14:54,10,12.9,AES-12,73,2.6,Y,00F1,
T80_08_18_2023,3,DS,8/18/23,VT,T80,L,4,14,N/A,G,G,N/A,14-Apr,12,SG,14:34,14:44,14:54,10,12.9,AES-12,73,2.6,Y,00F1,
