raspPI_filestart,burstnumb,spp,trialdate,treatment,trialID,startside,burstFrom,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes,testtemp,staff,acclimstart,trialstart,trialend,triallength,tunneltemp,holdingtank,fl_mm,mass_g,QAQC_Y_N,TagHex_ID,
T80_08_18_2023,4,DS,8/18/23,VT,T80,R,0,14,N/A,P,P,N/A,N/A,12,SG,14:34,14:44,14:54,10,12.9,AES-12,73,2.6,Y,00F1,
T80_08_18_2023,5,DS,8/18/23,VT,T80,L,4,14,N/A,G,G,N/A,14-Apr,12,SG,14:34,14:44,14:54,10,12.9,AES-12,73,2.6,Y,00F1,
T80_08_18_2023,6,DS,8/18/23,VT,T80,R,0,14,N/A,P,P,N/A,N/A,12,SG,14:34,14:44,14:54,10,12.9,AES-12,73,2.6,Y,00F1,
T80_08_18_2023,7,DS,8/18/23,VT,T80,L,3,14,N/A,G,G,N/A,14-Mar,12,SG,14:34,14:44,14:54,10,12.9,AES-12,73,2.6,Y,00F1,
T80_08_18_2023,8,DS,8/18/23,VT,T80,R,0,14,N/A,G,G,N/A,"Missed 3, 4, 5",12,SG,14:34,14:44,14:54,10,12.9,AES-12,73,2.6,Y,00F1,
T81_08_19_2023,1,DS,8/19/23,VT,T81,L,3,14,N/A,G,G,N/A,14-Mar,12,SG,8:38,8:49,8:58,9,12.6,AES-12,80,4.2,Y,009A,
T81_08_19_2023,2,DS,8/19/23,VT,T81,R,0,N/A,N/A,P,P,N/A,N/A,12,SG,8:38,8:49,8:58,9,12.6,AES-12,80,4.2,Y,009A,
T81_08_19_2023,3,DS,8/19/23,VT,T81,L,6,14,N/A,G,G,N/A,14-Jun,12,SG,8:38,8:49,8:58,9,12.6,AES-12,80,4.2,Y,009A,
T81_08_19_2023,4,DS,8/19/23,VT,T81,R,7,11,12,F,G,N/A,11-Jul,12,SG,8:38,8:49,8:58,9,12.6,AES-12,80,4.2,Y,009A,
T81_08_19_2023,5,DS,8/19/23,VT,T81,L,4,14,N/A,G,G,1,14-Apr,12,SG,8:38,8:49,8:58,9,12.6,AES-12,80,4.2,Y,009A,
T81_08_19_2023,6,DS,8/19/23,VT,T81,R,0,14,N/A,F,P,N/A,N/A,12,SG,8:38,8:49,8:58,9,12.6,AES-12,80,4.2,Y,009A,
T81_08_19_2023,7,DS,8/19/23,VT,T81,L,0,14,N/A,P,P,N/A,N/A,12,SG,8:38,8:49,8:58,9,12.6,AES-12,80,4.2,Y,009A,
T81_08_19_2023,8,DS,8/19/23,VT,T81,R,0,14,N/A,G,G,N/A,N/A,12,SG,8:38,8:49,8:58,9,12.6,AES-12,80,4.2,Y,009A,
T82_08_19_2023,1,DS,8/19/23,LS,T82,R,5,14,N/A,G,P,N/A,14-May,12,SG,9:03,9:13,9:22,9,12.8,AES-9,74,2.7,Y,,
T82_08_19_2023,2,DS,8/19/23,LS,T82,L,2,14,N/A,G,G,N/A,14-Feb,12,SG,9:03,9:13,9:22,9,12.8,AES-9,74,2.7,Y,,
T82_08_19_2023,3,DS,8/19/23,LS,T82,L,0,14,9,F,P,N/A,N/A,12,SG,9:03,9:13,9:22,9,12.8,AES-9,74,2.7,Y,,
T82_08_19_2023,4,DS,8/19/23,LS,T82,R,8,12,N/A,G,G,1,"8-12, ,missed 13+14",12,SG,9:03,9:13,9:22,9,12.8,AES-9,74,2.7,Y,,
T82_08_19_2023,5,DS,8/19/23,LS,T82,R,0,14,N/A,G,G,N/A,"0-14, missed 4-9 + 11-13",12,SG,9:03,9:13,9:22,9,12.8,AES-9,74,2.7,Y,,
T82_08_19_2023,6,DS,8/19/23,LS,T82,L,6,14,N/A,G,G,N/A,14-Jun,12,SG,9:03,9:13,9:22,9,12.8,AES-9,74,2.7,Y,,
T82_08_19_2023,7,DS,8/19/23,LS,T82,R,0,14,N/A,G,G,N/A,N/A,12,SG,9:03,9:13,9:22,9,12.8,AES-9,74,2.7,Y,,
T82_08_19_2023,8,DS,8/19/23,LS,T82,L,0,14,N/A,F,F,N/A,N/A,12,SG,9:03,9:13,9:22,9,12.8,AES-9,74,2.7,Y,,
T83_08_19_2023,1,DS,8/19/23,HC,T83,L,0,14,N/A,P,P,N/A,N/A,12,SG,9:23,9:33,9:41,8,12.8,AES-8,84,4.4,Y,,
T83_08_19_2023,2,DS,8/19/23,HC,T83,R,0,14,N/A,P,P,N/A,N/A,12,SG,9:23,9:33,9:41,8,12.8,AES-8,84,4.4,Y,,
T83_08_19_2023,3,DS,8/19/23,HC,T83,L,8,14,N/A,G,G,N/A,14-Aug,12,SG,9:23,9:33,9:41,8,12.8,AES-8,84,4.4,Y,,
T83_08_19_2023,4,DS,8/19/23,HC,T83,R,0,8,9,G,P,N/A,0-8,12,SG,9:23,9:33,9:41,8,12.8,AES-8,84,4.4,Y,,
T83_08_19_2023,5,DS,8/19/23,HC,T83,L,0,14,N/A,P,P,N/A,N/A,12,SG,9:23,9:33,9:41,8,12.8,AES-8,84,4.4,Y,,
T83_08_19_2023,6,DS,8/19/23,HC,T83,R,5,14,N/A,G,G,N/A,14-May,12,SG,9:23,9:33,9:41,8,12.8,AES-8,84,4.4,Y,,
T83_08_19_2023,7,DS,8/19/23,HC,T83,L,6,14,N/A,G,G,1,14-Jun,12,SG,9:23,9:33,9:41,8,12.8,AES-8,84,4.4,Y,,
T83_08_19_2023,8,DS,8/19/23,HC,T83,R,0,14,N/A,F,G,N/A,N/A,12,SG,9:23,9:33,9:41,8,12.8,AES-8,84,4.4,Y,,
T84_08_19_2023,1,DS,8/19/23,LS,T84,L,4,14,N/A,G,G,N/A,14-Apr,12,SG,9:42,9:54,10:02,8,12.8,AES-9,74,3.5,Y,,
T84_08_19_2023,2,DS,8/19/23,LS,T84,R,2,14,N/A,G,G,N/A,14-Feb,12,SG,9:42,9:54,10:02,8,12.8,AES-9,74,3.5,Y,,
T84_08_19_2023,3,DS,8/19/23,LS,T84,R,0,14,N/A,G,G,N/A,N/A,12,SG,9:42,9:54,10:02,8,12.8,AES-9,74,3.5,Y,,
T84_08_19_2023,4,DS,8/19/23,LS,T84,L,6,14,N/A,G,G,N/A,14-Jun,12,SG,9:42,9:54,10:02,8,12.8,AES-9,74,3.5,Y,,
T84_08_19_2023,5,DS,8/19/23,LS,T84,R,0,14,N/A,P,P,N/A,Fail - Disregard,12,SG,9:42,9:54,10:02,8,12.8,AES-9,74,3.5,Y,,
T84_08_19_2023,6,DS,8/19/23,LS,T84,L,0,14,N/A,F,P,N/A,N/A,12,SG,9:42,9:54,10:02,8,12.8,AES-9,74,3.5,Y,,
T84_08_19_2023,7,DS,8/19/23,LS,T84,R,5,14,N/A,G,G,N/A,14-May,12,SG,9:42,9:54,10:02,8,12.8,AES-9,74,3.5,Y,,
T84_08_19_2023,8,DS,8/19/23,LS,T84,L,5,14,N/A,G,G,N/A,14-May,12,SG,9:42,9:54,10:02,8,12.8,AES-9,74,3.5,Y,,
T85_08_19_2023,1,DS,8/19/23,VS,T85,R,0,14,N/A,G,G,N/A,great; bulging left eye,12,SG,10:11,10:21,10:30,9,12.6,AES-10,77,3.7,Y,,
T85_08_19_2023,2,DS,8/19/23,VS,T85,L,0,14,N/A,F,P,N/A,N/A,12,SG,10:11,10:21,10:30,9,12.6,AES-10,77,3.7,Y,,
T85_08_19_2023,3,DS,8/19/23,VS,T85,R,0,14,N/A,G,G,N/A,great,12,SG,10:11,10:21,10:30,9,12.6,AES-10,77,3.7,Y,,
T85_08_19_2023,4,DS,8/19/23,VS,T85,L,6,14,N/A,G,G,N/A,14-Jun,12,SG,10:11,10:21,10:30,9,12.6,AES-10,77,3.7,Y,,
T85_08_19_2023,5,DS,8/19/23,VS,T85,R,0,14,N/A,P,P,N/A,fail - Disregard,12,SG,10:11,10:21,10:30,9,12.6,AES-10,77,3.7,Y,,
T85_08_19_2023,6,DS,8/19/23,VS,T85,L,0,14,N/A,F,P,N/A,N/A,12,SG,10:11,10:21,10:30,9,12.6,AES-10,77,3.7,Y,,
T85_08_19_2023,7,DS,8/19/23,VS,T85,L,0,14,N/A,G,G,N/A,N/A,12,SG,10:11,10:21,10:30,9,12.6,AES-10,77,3.7,Y,,
T85_08_19_2023,8,DS,8/19/23,VS,T85,R,0,11,12,G,G,N/A,0-11,12,SG,10:11,10:21,10:30,9,12.6,AES-10,77,3.7,Y,,
T86_08_19_2023,1,DS,8/19/23,LT,T86,L,5,14,N/A,G,G,N/A,5-14; missed 10-12,12,SG,10:31,10:43,10:53,10,12.8,AES-11,88,5.5,Y,038C,
T86_08_19_2023,2,DS,8/19/23,LT,T86,R,0,14,N/A,G,G,N/A,N/A,12,SG,10:31,10:43,10:53,10,12.8,AES-11,88,5.5,Y,038C,
T86_08_19_2023,3,DS,8/19/23,LT,T86,L,0,14,N/A,G,G,N/A,N/A,12,SG,10:31,10:43,10:53,10,12.8,AES-11,88,5.5,Y,038C,
T86_08_19_2023,4,DS,8/19/23,LT,T86,R,2,14,N/A,G,G,N/A,14-Feb,12,SG,10:31,10:43,10:53,10,12.8,AES-11,88,5.5,Y,038C,
T86_08_19_2023,5,DS,8/19/23,LT,T86,L,0,14,N/A,P,P,N/A,N/A,12,SG,10:31,10:43,10:53,10,12.8,AES-11,88,5.5,Y,038C,
T86_08_19_2023,6,DS,8/19/23,LT,T86,R,0,14,N/A,P,P,N/A,N/A,12,SG,10:31,10:43,10:53,10,12.8,AES-11,88,5.5,Y,038C,
T86_08_19_2023,7,DS,8/19/23,LT,T86,L,0,14,N/A,G,G,1,N/A,12,SG,10:31,10:43,10:53,10,12.8,AES-11,88,5.5,Y,038C,
T86_08_19_2023,8,DS,8/19/23,LT,T86,R,0,14,N/A,F,P,N/A,N/A,12,SG,10:31,10:43,10:53,10,12.8,AES-11,88,5.5,Y,038C,
T87_08_19_2023,1,DS,8/19/23,VS,T87,L,0,14,N/A,G,G,N/A,laser 13 malfunction,12,SG,10:53,11:08,11:19,11,12.7,AES-6,82,4.3,Y,,
T87_08_19_2023,2,DS,8/19/23,VS,T87,R,0,N/A,N/A,N/A,N/A,N/A,Fail - disregard,12,SG,10:53,11:08,11:19,11,12.7,AES-6,82,4.3,Y,,
T87_08_19_2023,3,DS,8/19/23,VS,T87,R,0,14,N/A,F,G,N/A,N/A,12,SG,10:53,11:08,11:19,11,12.7,AES-6,82,4.3,Y,,
T87_08_19_2023,4,DS,8/19/23,VS,T87,L,0,14,N/A,G,G,N/A,missed 13,12,SG,10:53,11:08,11:19,11,12.7,AES-6,82,4.3,Y,,
T87_08_19_2023,5,DS,8/19/23,VS,T87,R,0,12,13,G,G,N/A,0-12,12,SG,10:53,11:08,11:19,11,12.7,AES-6,82,4.3,Y,,
T87_08_19_2023,6,DS,8/19/23,VS,T87,L,0,14,N/A,F,P,1,N/A,12,SG,10:53,11:08,11:19,11,12.7,AES-6,82,4.3,Y,,
T87_08_19_2023,7,DS,8/19/23,VS,T87,R,0,14,N/A,P,P,N/A,N/A,12,SG,10:53,11:08,11:19,11,12.7,AES-6,82,4.3,Y,,
T87_08_19_2023,8,DS,8/19/23,VS,T87,L,0,11,12,G,G,N/A,"laser 13 failure, 0-11",12,SG,10:53,11:08,11:19,11,12.7,AES-6,82,4.3,Y,,
T88_08_19_2023,1,DS,8/19/23,FC,T88,L,5,14,N/A,G,P,N/A,14-May,12,SG,11:20,11:30,11:41,11,13.1,AES-7,84,4.1,,,
T88_08_19_2023,2,DS,8/19/23,FC,T88,R,0,14,N/A,G,G,N/A,N/A,12,SG,11:20,11:30,11:41,11,13.1,AES-7,84,4.1,,,
T88_08_19_2023,3,DS,8/19/23,FC,T88,L,0,14,N/A,F,F,N/A,N/A,12,SG,11:20,11:30,11:41,11,13.1,AES-7,84,4.1,,,
T88_08_19_2023,4,DS,8/19/23,FC,T88,R,0,14,N/A,F,P,N/A,N/A,12,SG,11:20,11:30,11:41,11,13.1,AES-7,84,4.1,,,
T88_08_19_2023,5,DS,8/19/23,FC,T88,L,0,14,N/A,G,G,1,N/A,12,SG,11:20,11:30,11:41,11,13.1,AES-7,84,4.1,,,
T88_08_19_2023,6,DS,8/19/23,FC,T88,R,0,14,N/A,P,P,N/A,Fail - disregard,12,SG,11:20,11:30,11:41,11,13.1,AES-7,84,4.1,,,
T88_08_19_2023,7,DS,8/19/23,FC,T88,R,2,9,N/A,G,G,1,9-Feb,12,SG,11:20,11:30,11:41,11,13.1,AES-7,84,4.1,,,
T88_08_19_2023,8,DS,8/19/23,FC,T88,L,0,14,N/A,F,F,N/A,N/A,12,SG,11:20,11:30,11:41,11,13.1,AES-7,84,4.1,,,
T88_08_19_2023,9,DS,8/19/23,FC,T88,R,0,14,N/A,F,G,N/A,N/A,12,SG,11:20,11:30,11:41,11,13.1,AES-7,84,4.1,,,
T89_08_19_2023,1,DS,8/19/23,LT,T89,L,0,14,N/A,G,G,1,N/A,12,SG,11:50,12:00,12:12,12,12.9,AES-11,85,4.1,,011B,
T89_08_19_2023,2,DS,8/19/23,LT,T89,R,5,14,N/A,G,G,N/A,14-May,12,SG,11:50,12:00,12:12,12,12.9,AES-11,85,4.1,,011B,
T89_08_19_2023,3,DS,8/19/23,LT,T89,L,0,8,9,G,P,N/A,0-8,12,SG,11:50,12:00,12:12,12,12.9,AES-11,85,4.1,,011B,
T89_08_19_2023,4,DS,8/19/23,LT,T89,R,9,14,N/A,G,P,N/A,14-Sep,12,SG,11:50,12:00,12:12,12,12.9,AES-11,85,4.1,,011B,
T89_08_19_2023,5,DS,8/19/23,LT,T89,L,0,14,N/A,P,P,N/A,Fail - disregard,12,SG,11:50,12:00,12:12,12,12.9,AES-11,85,4.1,,011B,
T89_08_19_2023,6,DS,8/19/23,LT,T89,R,4,14,N/A,G,G,N/A,14-Apr,12,SG,11:50,12:00,12:12,12,12.9,AES-11,85,4.1,,011B,
T89_08_19_2023,7,DS,8/19/23,LT,T89,L,0,14,N/A,P,P,N/A,N/A,12,SG,11:50,12:00,12:12,12,12.9,AES-11,85,4.1,,011B,
T89_08_19_2023,8,DS,8/19/23,LT,T89,L,0,14,N/A,F,P,N/A,N/A,12,SG,11:50,12:00,12:12,12,12.9,AES-11,85,4.1,,011B,
T90_08_19_2023,1,DS,8/19/23,VT,T90,L,0,14,N/A,G,G,N/A,N/A,12,SG,12:12,12:26,12:33,7,13,AES-12,91,6,,0304,
T90_08_19_2023,2,DS,8/19/23,VT,T90,R,2,14,N/A,G,G,N/A,14-Feb,12,SG,12:12,12:26,12:33,7,13,AES-12,91,6,,0304,
T90_08_19_2023,3,DS,8/19/23,VT,T90,L,0,14,N/A,G,G,N/A,"missed 6, 7",12,SG,12:12,12:26,12:33,7,13,AES-12,91,6,,0304,
T90_08_19_2023,4,DS,8/19/23,VT,T90,R,0,5,N/A,P,P,N/A,Fail,12,SG,12:12,12:26,12:33,7,13,AES-12,91,6,,0304,
T90_08_19_2023,5,DS,8/19/23,VT,T90,R,0,14,N/A,P,F,N/A,N/A,12,SG,12:12,12:26,12:33,7,13,AES-12,91,6,,0304,
T90_08_19_2023,6,DS,8/19/23,VT,T90,L,0,14,N/A,P,P,N/A,N/A,12,SG,12:12,12:26,12:33,7,13,AES-12,91,6,,0304,
T90_08_19_2023,7,DS,8/19/23,VT,T90,R,2,10,11,G,G,N/A,10-Feb,12,SG,12:12,12:26,12:33,7,13,AES-12,91,6,,0304,
T90_08_19_2023,8,DS,8/19/23,VT,T90,L,0,14,N/A,P,G,N/A,N/A,12,SG,12:12,12:26,12:33,7,13,AES-12,91,6,,0304,
T91_08_19_2023,1,DS,8/19/23,HC,T91,R,2,9,10,G,G,1,"2-9; missed 0, 1",12,SG,14:52,15:02,15:11,9,13,AES-8,76,3,,,
T91_08_19_2023,2,DS,8/19/23,HC,T91,R,0,14,N/A,F,P,N/A,N/A,12,SG,14:52,15:02,15:11,9,13,AES-8,76,3,,,
T91_08_19_2023,3,DS,8/19/23,HC,T91,L,0,14,N/A,F,P,N/A,N/A,12,SG,14:52,15:02,15:11,9,13,AES-8,76,3,,,
T91_08_19_2023,4,DS,8/19/23,HC,T91,R,1,14,N/A,G,G,1,"1-14; missed 0, 5",12,SG,14:52,15:02,15:11,9,13,AES-8,76,3,,,
T91_08_19_2023,5,DS,8/19/23,HC,T91,L,0,14,N/A,G,G,N/A,missed 13,12,SG,14:52,15:02,15:11,9,13,AES-8,76,3,,,
T91_08_19_2023,6,DS,8/19/23,HC,T91,R,0,14,N/A,F,P,N/A,N/A,12,SG,14:52,15:02,15:11,9,13,AES-8,76,3,,,
T91_08_19_2023,7,DS,8/19/23,HC,T91,L,0,14,N/A,F,P,N/A,N/A,12,SG,14:52,15:02,15:11,9,13,AES-8,76,3,,,
T91_08_19_2023,8,DS,8/19/23,HC,T91,R,5,14,N/A,G,G,2,14-May,12,SG,14:52,15:02,15:11,9,13,AES-8,76,3,,,
T92_08_19_2023,1,DS,8/19/23,LS,T92,R,0,14,N/A,F,P,N/A,N/A,12,SG,15:11,15:21,15:30,9,12.9,AES-9,83,3.8,,,
T92_08_19_2023,2,DS,8/19/23,LS,T92,L,4,14,N/A,G,G,3,14-Apr,12,SG,15:11,15:21,15:30,9,12.9,AES-9,83,3.8,,,
T92_08_19_2023,3,DS,8/19/23,LS,T92,R,4,14,N/A,G,G,2,14-Apr,12,SG,15:11,15:21,15:30,9,12.9,AES-9,83,3.8,,,
T92_08_19_2023,4,DS,8/19/23,LS,T92,L,0,14,N/A,G,G,N/A,N/A,12,SG,15:11,15:21,15:30,9,12.9,AES-9,83,3.8,,,
T92_08_19_2023,5,DS,8/19/23,LS,T92,L,0,14,N/A,G,G,N/A,"missed 5, 6, 7",12,SG,15:11,15:21,15:30,9,12.9,AES-9,83,3.8,,,
T92_08_19_2023,6,DS,8/19/23,LS,T92,R,0,14,8,G,P,N/A,N/A,12,SG,15:11,15:21,15:30,9,12.9,AES-9,83,3.8,,,
T92_08_19_2023,7,DS,8/19/23,LS,T92,L,0,14,N/A,F,P,N/A,N/A,12,SG,15:11,15:21,15:30,9,12.9,AES-9,83,3.8,,,
T92_08_19_2023,8,DS,8/19/23,LS,T92,R,5,14,N/A,G,F,N/A,14-May,12,SG,15:11,15:21,15:30,9,12.9,AES-9,83,3.8,,,
T93_08_19_2023,1,DS,8/19/23,VS,T93,L,5,14,N/A,G,F,N/A,14-May,12,SG,15:30,15:40,15:47,7,12.6,AES-10,83,4,,,
T93_08_19_2023,2,DS,8/19/23,VS,T93,L,0,14,N/A,G,G,N/A,N/A,12,SG,15:30,15:40,15:47,7,12.6,AES-10,83,4,,,
T93_08_19_2023,3,DS,8/19/23,VS,T93,R,0,14,N/A,F,F,N/A,N/A,12,SG,15:30,15:40,15:47,7,12.6,AES-10,83,4,,,
T93_08_19_2023,4,DS,8/19/23,VS,T93,L,0,14,N/A,G,G,N/A,N/A,12,SG,15:30,15:40,15:47,7,12.6,AES-10,83,4,,,
T93_08_19_2023,5,DS,8/19/23,VS,T93,R,0,14,N/A,F,P,N/A,N/A,12,SG,15:30,15:40,15:47,7,12.6,AES-10,83,4,,,
T93_08_19_2023,6,DS,8/19/23,VS,T93,L,0,14,N/A,G,G,1,N/A,12,SG,15:30,15:40,15:47,7,12.6,AES-10,83,4,,,
T93_08_19_2023,7,DS,8/19/23,VS,T93,R,7,14,5,G,F,N/A,14-Jul,12,SG,15:30,15:40,15:47,7,12.6,AES-10,83,4,,,
T93_08_19_2023,8,DS,8/19/23,VS,T93,L,0,14,N/A,G,G,N/A,"missed 2,12; malfunction with laser 13",12,SG,15:30,15:40,15:47,7,12.6,AES-10,83,4,,,
T94_08_19_2023,1,DS,8/19/23,VT,T94,L,3,14,N/A,G,G,N/A,14-Mar,12,SG,15:48,15:58,16:06,8,12.6,AES-12,80,3.9,,06D0,
T94_08_19_2023,2,DS,8/19/23,VT,T94,R,0,12,N/A,G,G,N/A,"0-12, MISSED 3-5 & 7-9 DUE TO JUMPED TWICE",12,SG,15:48,15:58,16:06,8,12.6,AES-12,80,3.9,,06D0,
T94_08_19_2023,3,DS,8/19/23,VT,T94,R,0,7,N/A,P,P,N/A,N/A,12,SG,15:48,15:58,16:06,8,12.6,AES-12,80,3.9,,06D0,
T94_08_19_2023,4,DS,8/19/23,VT,T94,R,0,14,N/A,P,P,N/A,N/A,12,SG,15:48,15:58,16:06,8,12.6,AES-12,80,3.9,,06D0,
T94_08_19_2023,5,DS,8/19/23,VT,T94,L,0,9,10,G,P,N/A,0-9,12,SG,15:48,15:58,16:06,8,12.6,AES-12,80,3.9,,06D0,
T94_08_19_2023,6,DS,8/19/23,VT,T94,R,2,14,N/A,G,G,N/A,14-Feb,12,SG,15:48,15:58,16:06,8,12.6,AES-12,80,3.9,,06D0,
T94_08_19_2023,7,DS,8/19/23,VT,T94,L,0,14,N/A,G,G,N/A,N/A,12,SG,15:48,15:58,16:06,8,12.6,AES-12,80,3.9,,06D0,
T94_08_19_2023,8,DS,8/19/23,VT,T94,R,0,14,N/A,F,F,N/A,N/A,12,SG,15:48,15:58,16:06,8,12.6,AES-12,80,3.9,,06D0,
T95_08_19_2023,1,DS,8/19/23,LT,T95,R,0,14,N/A,G,G,N/A,N/A,12,SG,16:06,16:16,16:24,8,12.8,AES-11,74,3.2,,02BE,
T95_08_19_2023,2,DS,8/19/23,LT,T95,L,0,14,N/A,G,G,N/A,N/A,12,SG,16:06,16:16,16:24,8,12.8,AES-11,74,3.2,,02BE,
T95_08_19_2023,3,DS,8/19/23,LT,T95,R,0,14,N/A,P,F,N/A,N/A,12,SG,16:06,16:16,16:24,8,12.8,AES-11,74,3.2,,02BE,
T95_08_19_2023,4,DS,8/19/23,LT,T95,L,0,N/A,N/A,P,P,N/A,FAIL - DISREGARD,12,SG,16:06,16:16,16:24,8,12.8,AES-11,74,3.2,,02BE,
T95_08_19_2023,5,DS,8/19/23,LT,T95,R,6,14,N/A,G,G,N/A,14-Jun,12,SG,16:06,16:16,16:24,8,12.8,AES-11,74,3.2,,02BE,
T95_08_19_2023,6,DS,8/19/23,LT,T95,L,0,14,N/A,G,P,N/A,N/A,12,SG,16:06,16:16,16:24,8,12.8,AES-11,74,3.2,,02BE,
T95_08_19_2023,7,DS,8/19/23,LT,T95,R,0,14,N/A,P,P,N/A,N/A,12,SG,16:06,16:16,16:24,8,12.8,AES-11,74,3.2,,02BE,
T95_08_19_2023,8,DS,8/19/23,LT,T95,L,0,14,N/A,G,G,N/A,MISSED 2,12,SG,16:06,16:16,16:24,8,12.8,AES-11,74,3.2,,02BE,
T96_08_19_2023,1,DS,8/19/23,FC,T96,L,0,14,N/A,P,P,N/A,N/A,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,2,DS,8/19/23,FC,T96,R,6,14,N/A,G,G,N/A,"MISSED 12, GOOD 6-14",12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,3,DS,8/19/23,FC,T96,L,0,14,N/A,F,P,N/A,N/A,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,4,DS,8/19/23,FC,T96,R,0,14,N/A,P,F,N/A,N/A,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,5,DS,8/19/23,FC,T96,L,0,14,N/A,P,P,1,N/A,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,6,DS,8/19/23,FC,T96,R,7,14,N/A,G,G,N/A,14-Jul,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,7,DS,8/19/23,FC,T96,L,0,14,N/A,F,P,1,N/A,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,8,DS,8/19/23,FC,T96,R,0,14,N/A,F,F,N/A,N/A,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,9,DS,8/19/23,FC,T96,L,0,14,N/A,P,P,N/A,N/A,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,10,DS,8/19/23,FC,T96,R,5,14,N/A,G,G,1,14-May,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,
T96_08_19_2023,11,DS,8/19/23,FC,T96,L,0,14,N/A,F,F,N/A,N/A,12,SG,16:28,16:38,16:50,12,13,AES-7,74,3.3,,,